"","sub","rotation","imagename","match","imgID","block","correct","response_time"
"937",2,120,"021_Gitarre_Akustikgitarre","match",21,4,1,1013
"938",2,120,"050_Nuss_Wallnuss","mismatch",50,4,1,683
"939",2,60,"018_Computer_Tablet","match",18,4,1,1434
"940",2,300,"010_Blume_Gaenseblume","mismatch",10,4,1,659
"941",2,240,"089_Eimer_Muelleimer","match",89,4,1,1400
"942",2,300,"051_Regal_Holzregal","mismatch",51,4,1,1534
"943",2,240,"090_Flugzeug_Zweiteweltkriegsflieger","mismatch",90,4,1,859
"944",2,240,"082_Uhr_Wanduhr","mismatch",82,4,1,872
"945",2,180,"030_Klavier_Keyboard","mismatch",30,4,1,939
"946",2,0,"088_Flugzeug_Kampfflieger","mismatch",88,4,1,975
"947",2,180,"025_Glas_Weinglas","match",25,4,1,925
"948",2,240,"079_Tisch_Schreibtisch","mismatch",79,4,1,1041
"949",2,240,"059_Sitzbank_Holzbank_ohne_Lehne","mismatch",59,4,1,682
"950",2,240,"017_Computer_PC","mismatch",17,4,1,1131
"951",2,240,"013_Blume_Rosen","mismatch",13,4,1,885
"952",2,300,"067_Stuhl_Buerostuhl","match",67,4,1,685
"953",2,0,"074_Telefon_Smartphone","mismatch",74,4,1,811
"954",2,60,"042_Lampe_Stehlampe","mismatch",42,4,1,911
"955",2,60,"092_Boot_Ruderboot","mismatch",92,4,1,927
"956",2,0,"068_Stuhl_Holzstuhl","mismatch",68,4,1,645
"957",2,120,"022_Gitarre_Elektrogitarre","match",22,4,1,806
"958",2,300,"006_Bett_Einzelbett","mismatch",6,4,1,781
"959",2,0,"056_Seife_Fluessigseife","mismatch",56,4,1,801
"960",2,0,"005_Bett_Doppelbett","mismatch",5,4,1,719
"961",2,0,"011_Blume_Kaktus","match",11,4,1,886
"962",2,0,"073_Telefon_Schnurtelefon","mismatch",73,4,1,739
"963",2,300,"053_Regal_Wandregal","mismatch",53,4,1,639
"964",2,0,"077_Tisch_Rundtisch","match",77,4,1,694
"965",2,300,"003_Baum_Tanne","match",3,4,1,1214
"966",2,60,"035_Kaffeemaschine_Espressomaschine","mismatch",35,4,1,641
"967",2,180,"098_Auto_Van","mismatch",98,4,1,628
"968",2,240,"054_Schrank_Bueroschrank","mismatch",54,4,1,1299
"969",2,60,"055_Schrank_Kleiderschrank","mismatch",55,4,1,855
"970",2,60,"086_Auto_Polizeiauto","mismatch",86,4,1,1024
"971",2,240,"040_Lampe_Deckenlampe","mismatch",40,4,1,830
"972",2,180,"048_Nuss_Mandel","match",48,4,1,604
"973",2,60,"047_Nuss_Erdnuss","match",47,4,1,511
"974",2,60,"062_Sofa_Dreiersofa","match",62,4,1,828
"975",2,300,"020_Drucker_Multifunktionsdrucker","mismatch",20,4,1,584
"976",2,240,"060_Sitzbank_Schaukelbank","match",60,4,1,835
"977",2,60,"065_Sofa_Zweiersofa","mismatch",65,4,1,941
"978",2,120,"095_Boot_Kreuzfahrtschiff","mismatch",95,4,1,854
"979",2,60,"009_Bildschirm_Flachbildfernseher","match",9,4,1,2257
"980",2,120,"029_Klavier_Fluegel","match",29,4,1,735
"981",2,180,"075_Tisch_Etagentisch","mismatch",75,4,1,1169
"982",2,300,"066_Stuhl_Barstuhl","mismatch",66,4,1,1196
"983",2,0,"057_Seife_Kernseife","match",57,4,1,630
"984",2,0,"034_Korb_Waeschekorb","mismatch",34,4,1,772
"985",2,120,"100_Besteck_Loeffel","mismatch",100,4,1,686
"986",2,300,"069_Stuhl_Rollstuhl","match",69,4,1,731
"987",2,60,"045_Lampe_Wandlampe","match",45,4,1,990
"988",2,300,"024_Glas_Trinkglas","mismatch",24,4,1,798
"989",2,180,"023_Glas_Sektglas","match",23,4,1,667
"990",2,60,"041_Lampe_Schreibtischlampe","mismatch",41,4,1,844
"991",2,300,"002_Baum_Palme","mismatch",2,4,1,663
"992",2,0,"078_Tisch_Sofatisch","match",78,4,1,743
"993",2,120,"084_Ventilator_Tischventilator","match",84,4,1,712
"994",2,120,"039_Wasserkocher_modernerWasserkocher","mismatch",39,4,1,1075
"995",2,120,"091_Flugzeug_Segelflieger","mismatch",91,4,1,681
"996",2,120,"031_Klavier_Pianino","mismatch",31,4,1,1254
"997",2,240,"061_Sitzbank_Baumbank","mismatch",61,4,1,691
"998",2,60,"044_Lampe_Tischleuchte","mismatch",44,4,1,787
"999",2,120,"087_Auto_Panzer","mismatch",87,4,1,647
"1000",2,0,"092_Boot_Ruderboot","mismatch",92,5,1,633
"1001",2,240,"018_Computer_Tablet","match",18,5,1,992
"1002",2,180,"028_Wasserkocher_retroWasserkocher","match",28,5,1,778
"1003",2,300,"047_Nuss_Erdnuss","mismatch",47,5,1,580
"1004",2,240,"067_Stuhl_Buerostuhl","mismatch",67,5,1,560
"1005",2,0,"050_Nuss_Wallnuss","mismatch",50,5,1,683
"1006",2,300,"022_Gitarre_Elektrogitarre","mismatch",22,5,1,561
"1007",2,120,"063_Sofa_Ecksofa","match",63,5,1,934
"1008",2,300,"072_Sessel_Ledersessel","match",72,5,1,753
"1009",2,0,"044_Lampe_Tischleuchte","match",44,5,1,579
"1010",2,60,"096_Auto_Oldtimer","mismatch",96,5,1,589
"1011",2,120,"003_Baum_Tanne","mismatch",3,5,1,772
"1012",2,180,"043_Lampe_Strassenlaterne","mismatch",43,5,1,918
"1013",2,300,"086_Auto_Polizeiauto","match",86,5,1,866
"1014",2,0,"090_Flugzeug_Zweiteweltkriegsflieger","match",90,5,1,801
"1015",2,120,"009_Bildschirm_Flachbildfernseher","match",9,5,0,815
"1016",2,0,"093_Boot_Kanu","match",93,5,1,456
"1017",2,120,"057_Seife_Kernseife","mismatch",57,5,1,796
"1018",2,180,"065_Sofa_Zweiersofa","mismatch",65,5,1,1136
"1019",2,240,"002_Baum_Palme","match",2,5,1,500
"1020",2,60,"039_Wasserkocher_modernerWasserkocher","mismatch",39,5,1,574
"1021",2,300,"025_Glas_Weinglas","mismatch",25,5,1,981
"1022",2,300,"017_Computer_PC","match",17,5,1,1018
"1023",2,0,"098_Auto_Van","mismatch",98,5,1,736
"1024",2,240,"083_Ventilator_Standventilator","match",83,5,1,691
"1025",2,180,"051_Regal_Holzregal","match",51,5,1,660
"1026",2,240,"075_Tisch_Etagentisch","mismatch",75,5,1,970
"1027",2,0,"079_Tisch_Schreibtisch","mismatch",79,5,1,683
"1028",2,120,"066_Stuhl_Barstuhl","mismatch",66,5,1,905
"1029",2,120,"064_Sofa_Ledersofa","mismatch",64,5,1,775
"1030",2,180,"088_Flugzeug_Kampfflieger","mismatch",88,5,1,754
"1031",2,240,"030_Klavier_Keyboard","mismatch",30,5,1,857
"1032",2,300,"045_Lampe_Wandlampe","mismatch",45,5,1,857
"1033",2,300,"100_Besteck_Loeffel","mismatch",100,5,1,797
"1034",2,60,"012_Blume_Orchidee","mismatch",12,5,1,589
"1035",2,60,"077_Tisch_Rundtisch","mismatch",77,5,1,659
"1036",2,60,"053_Regal_Wandregal","match",53,5,1,776
"1037",2,60,"036_Kaffeemaschine_Filterkaffeemaschine","match",36,5,1,710
"1038",2,60,"032_Kopfhoerer_Earbudohrhoerer","match",32,5,1,542
"1039",2,300,"061_Sitzbank_Baumbank","mismatch",61,5,1,633
"1040",2,300,"015_Blume_Tulpen","mismatch",15,5,1,687
"1041",2,180,"074_Telefon_Smartphone","match",74,5,1,908
"1042",2,120,"020_Drucker_Multifunktionsdrucker","match",20,5,1,804
"1043",2,240,"062_Sofa_Dreiersofa","mismatch",62,5,1,638
"1044",2,60,"024_Glas_Trinkglas","match",24,5,1,662
"1045",2,120,"089_Eimer_Muelleimer","match",89,5,1,608
"1046",2,300,"023_Glas_Sektglas","match",23,5,1,959
"1047",2,180,"041_Lampe_Schreibtischlampe","mismatch",41,5,1,776
"1048",2,60,"040_Lampe_Deckenlampe","match",40,5,1,734
"1049",2,60,"082_Uhr_Wanduhr","match",82,5,1,649
"1050",2,60,"011_Blume_Kaktus","mismatch",11,5,1,662
"1051",2,240,"078_Tisch_Sofatisch","match",78,5,1,790
"1052",2,240,"026_Kamera_Digitalkamera","mismatch",26,5,1,825
"1053",2,240,"048_Nuss_Mandel","mismatch",48,5,1,932
"1054",2,60,"046_Besteck_Messer","mismatch",46,5,1,618
"1055",2,300,"080_Uhr_Armbanduhr","match",80,5,1,694
"1056",2,120,"010_Blume_Gaenseblume","match",10,5,1,616
"1057",2,300,"013_Blume_Rosen","match",13,5,1,524
"1058",2,300,"056_Seife_Fluessigseife","match",56,5,1,877
"1059",2,180,"099_Eimer_Wassereimer","match",99,5,1,598
"1060",2,0,"031_Klavier_Pianino","match",31,5,1,668
"1061",2,0,"084_Ventilator_Tischventilator","mismatch",84,5,1,645
"1062",2,0,"055_Schrank_Kleiderschrank","match",55,5,1,763
"1063",2,240,"019_Drucker_Heimdrucker","match",19,5,1,970
"1064",2,300,"052_Regal_Metallregal","mismatch",52,5,1,805
"1065",2,60,"087_Auto_Panzer","mismatch",87,5,1,570
"1066",2,240,"049_Nuss_Pistazie","mismatch",49,5,1,1038
"1067",2,180,"038_Toaster_2ScheibenToaster","mismatch",38,5,1,2007
"1068",2,60,"070_Stuhl_Schalenstuhl","match",70,5,1,982
"1069",2,300,"004_Baum_Weide","mismatch",4,5,1,759
"1070",2,300,"021_Gitarre_Akustikgitarre","match",21,5,1,709
"1071",2,180,"001_Baum_Bonsai","match",1,5,1,581
"1072",2,60,"091_Flugzeug_Segelflieger","mismatch",91,5,1,581
"1073",2,300,"094_Boot_Segelschiff","match",94,5,1,52
"1074",2,120,"042_Lampe_Stehlampe","match",42,5,1,711
"1075",2,120,"006_Bett_Einzelbett","mismatch",6,5,1,847
"1076",2,0,"027_Kamera_Spiegelreflexkamera","mismatch",27,5,1,1011
"1077",2,180,"033_Kopfhoerer_Muschelkopfhoerer","match",33,5,1,511
"1078",2,120,"068_Stuhl_Holzstuhl","mismatch",68,5,1,666
"1079",2,240,"069_Stuhl_Rollstuhl","mismatch",69,5,1,718
"1080",2,180,"054_Schrank_Bueroschrank","match",54,5,1,1898
"1081",2,240,"076_Tisch_Holztisch","mismatch",76,5,1,930
"1082",2,240,"014_Blume_Sonnenblume","mismatch",14,5,1,1858
"1083",2,60,"081_Uhr_Digitaluhr","match",81,5,1,781
"1084",2,300,"060_Sitzbank_Schaukelbank","match",60,5,1,692
"1085",2,180,"071_Stuhl_Schreibtischstuhl","match",71,5,1,663
"1086",2,240,"034_Korb_Waeschekorb","mismatch",34,5,1,1156
"1087",2,180,"008_Bildschirm_Desktop","match",8,5,0,1303
"1088",2,60,"085_Auto_Pickuptruck","match",85,5,1,929
"1089",2,120,"097_Besteck_Gabel","mismatch",97,5,1,650
"1090",2,180,"005_Bett_Doppelbett","mismatch",5,5,1,1532
"1091",2,60,"007_Bett_Krankenhausbett","match",7,5,1,736
"1092",2,120,"073_Telefon_Schnurtelefon","match",73,5,1,592
"1093",2,0,"058_Sitzbank_Holzbank_mit_Lehne","match",58,5,1,773
"1094",2,60,"029_Klavier_Fluegel","match",29,5,1,693
"1095",2,180,"016_Computer_Laptop","match",16,5,1,1022
"1096",2,120,"059_Sitzbank_Holzbank_ohne_Lehne","mismatch",59,5,1,714
"1097",2,240,"037_Mixer_Standmixer","mismatch",37,5,1,1053
"1098",2,0,"035_Kaffeemaschine_Espressomaschine","mismatch",35,5,1,746
"1099",2,60,"095_Boot_Kreuzfahrtschiff","match",95,5,1,726
"1100",2,0,"016_Computer_Laptop","match",16,6,1,725
"1101",2,60,"068_Stuhl_Holzstuhl","match",68,6,1,1060
"1102",2,120,"072_Sessel_Ledersessel","mismatch",72,6,1,780
"1103",2,300,"089_Eimer_Muelleimer","mismatch",89,6,1,617
"1104",2,300,"093_Boot_Kanu","mismatch",93,6,1,738
"1105",2,240,"084_Ventilator_Tischventilator","match",84,6,1,493
"1106",2,300,"039_Wasserkocher_modernerWasserkocher","match",39,6,1,933
"1107",2,180,"078_Tisch_Sofatisch","mismatch",78,6,1,682
"1108",2,180,"015_Blume_Tulpen","mismatch",15,6,1,632
"1109",2,0,"085_Auto_Pickuptruck","match",85,6,1,623
"1110",2,240,"029_Klavier_Fluegel","mismatch",29,6,1,835
"1111",2,60,"066_Stuhl_Barstuhl","match",66,6,1,807
"1112",2,240,"057_Seife_Kernseife","match",57,6,1,875
"1113",2,180,"034_Korb_Waeschekorb","mismatch",34,6,1,1366
"1114",2,300,"001_Baum_Bonsai","match",1,6,1,1279
"1115",2,120,"044_Lampe_Tischleuchte","mismatch",44,6,1,2181
"1116",2,180,"018_Computer_Tablet","mismatch",18,6,1,690
"1117",2,120,"081_Uhr_Digitaluhr","match",81,6,1,1019
"1118",2,120,"045_Lampe_Wandlampe","match",45,6,1,1002
"1119",2,60,"061_Sitzbank_Baumbank","match",61,6,1,754
"1120",2,180,"035_Kaffeemaschine_Espressomaschine","match",35,6,1,983
"1121",2,0,"030_Klavier_Keyboard","match",30,6,1,834
"1122",2,120,"065_Sofa_Zweiersofa","mismatch",65,6,1,1482
"1123",2,120,"027_Kamera_Spiegelreflexkamera","match",27,6,1,741
"1124",2,120,"047_Nuss_Erdnuss","match",47,6,1,460
"1125",2,180,"010_Blume_Gaenseblume","match",10,6,1,558
"1126",2,0,"032_Kopfhoerer_Earbudohrhoerer","match",32,6,1,779
"1127",2,180,"019_Drucker_Heimdrucker","mismatch",19,6,1,906
"1128",2,60,"050_Nuss_Wallnuss","match",50,6,1,961
"1129",2,120,"086_Auto_Polizeiauto","mismatch",86,6,1,600
"1130",2,300,"026_Kamera_Digitalkamera","match",26,6,1,1603
"1131",2,0,"004_Baum_Weide","match",4,6,1,763
"1132",2,240,"003_Baum_Tanne","match",3,6,1,689
"1133",2,60,"014_Blume_Sonnenblume","mismatch",14,6,1,652
"1134",2,240,"021_Gitarre_Akustikgitarre","mismatch",21,6,1,879
"1135",2,120,"088_Flugzeug_Kampfflieger","match",88,6,1,817
"1136",2,0,"064_Sofa_Ledersofa","mismatch",64,6,1,703
"1137",2,180,"062_Sofa_Dreiersofa","mismatch",62,6,1,562
"1138",2,300,"087_Auto_Panzer","mismatch",87,6,1,700
"1139",2,0,"042_Lampe_Stehlampe","match",42,6,1,589
"1140",2,120,"092_Boot_Ruderboot","match",92,6,1,625
"1141",2,60,"056_Seife_Fluessigseife","mismatch",56,6,1,755
"1142",2,60,"098_Auto_Van","match",98,6,1,747
"1143",2,180,"090_Flugzeug_Zweiteweltkriegsflieger","match",90,6,1,638
"1144",2,120,"038_Toaster_2ScheibenToaster","mismatch",38,6,1,1701
"1145",2,240,"100_Besteck_Loeffel","match",100,6,1,532
"1146",2,0,"028_Wasserkocher_retroWasserkocher","match",28,6,1,484
"1147",2,300,"037_Mixer_Standmixer","match",37,6,1,836
"1148",2,120,"011_Blume_Kaktus","mismatch",11,6,1,945
"1149",2,300,"073_Telefon_Schnurtelefon","match",73,6,1,765
"1150",2,0,"033_Kopfhoerer_Muschelkopfhoerer","match",33,6,1,694
"1151",2,300,"099_Eimer_Wassereimer","mismatch",99,6,1,723
"1152",2,300,"055_Schrank_Kleiderschrank","mismatch",55,6,1,829
"1153",2,0,"063_Sofa_Ecksofa","mismatch",63,6,1,893
"1154",2,0,"040_Lampe_Deckenlampe","match",40,6,1,925
"1155",2,300,"079_Tisch_Schreibtisch","match",79,6,1,1078
"1156",2,180,"083_Ventilator_Standventilator","mismatch",83,6,1,694
"1157",2,60,"059_Sitzbank_Holzbank_ohne_Lehne","match",59,6,1,679
"1158",2,240,"096_Auto_Oldtimer","match",96,6,1,529
"1159",2,240,"041_Lampe_Schreibtischlampe","match",41,6,1,655
"1160",2,180,"020_Drucker_Multifunktionsdrucker","match",20,6,1,535
"1161",2,240,"095_Boot_Kreuzfahrtschiff","match",95,6,1,1357
"1162",2,120,"017_Computer_PC","match",17,6,1,1505
"1163",2,60,"067_Stuhl_Buerostuhl","match",67,6,1,561
"1164",2,0,"053_Regal_Wandregal","mismatch",53,6,1,713
"1165",2,120,"008_Bildschirm_Desktop","match",8,6,1,701
"1166",2,60,"076_Tisch_Holztisch","mismatch",76,6,1,642
"1167",2,240,"074_Telefon_Smartphone","match",74,6,1,779
"1168",2,60,"023_Glas_Sektglas","match",23,6,0,998
"1169",2,0,"043_Lampe_Strassenlaterne","match",43,6,1,732
"1170",2,60,"080_Uhr_Armbanduhr","match",80,6,1,1179
"1171",2,60,"022_Gitarre_Elektrogitarre","mismatch",22,6,1,806
"1172",2,0,"007_Bett_Krankenhausbett","match",7,6,1,746
"1173",2,120,"046_Besteck_Messer","match",46,6,1,674
"1174",2,60,"048_Nuss_Mandel","mismatch",48,6,1,583
"1175",2,60,"051_Regal_Holzregal","mismatch",51,6,1,733
"1176",2,60,"002_Baum_Palme","match",2,6,1,440
"1177",2,60,"013_Blume_Rosen","match",13,6,1,517
"1178",2,0,"071_Stuhl_Schreibtischstuhl","mismatch",71,6,1,584
"1179",2,0,"054_Schrank_Bueroschrank","mismatch",54,6,1,669
"1180",2,300,"082_Uhr_Wanduhr","mismatch",82,6,1,947
"1181",2,0,"094_Boot_Segelschiff","mismatch",94,6,1,760
"1182",2,180,"052_Regal_Metallregal","match",52,6,1,700
"1183",2,300,"009_Bildschirm_Flachbildfernseher","mismatch",9,6,1,671
"1184",2,120,"060_Sitzbank_Schaukelbank","match",60,6,1,878
"1185",2,0,"025_Glas_Weinglas","match",25,6,1,817
"1186",2,60,"006_Bett_Einzelbett","match",6,6,1,1024
"1187",2,180,"069_Stuhl_Rollstuhl","match",69,6,1,837
"1188",2,60,"049_Nuss_Pistazie","match",49,6,1,553
"1189",2,60,"031_Klavier_Pianino","match",31,6,0,1184
"1190",2,240,"012_Blume_Orchidee","mismatch",12,6,1,1281
"1191",2,300,"077_Tisch_Rundtisch","mismatch",77,6,1,899
"1192",2,0,"097_Besteck_Gabel","mismatch",97,6,1,694
"1193",2,300,"058_Sitzbank_Holzbank_mit_Lehne","match",58,6,1,892
"1194",2,120,"075_Tisch_Etagentisch","match",75,6,1,612
"1195",2,240,"091_Flugzeug_Segelflieger","match",91,6,0,1121
"1196",2,300,"036_Kaffeemaschine_Filterkaffeemaschine","mismatch",36,6,1,576
"1197",2,240,"005_Bett_Doppelbett","match",5,6,1,538
"1198",2,240,"070_Stuhl_Schalenstuhl","mismatch",70,6,1,852
"1199",3,60,"066_Stuhl_Barstuhl","mismatch",66,1,1,1356
"1200",3,60,"047_Nuss_Erdnuss","mismatch",47,1,1,1030
"1201",3,240,"021_Gitarre_Akustikgitarre","mismatch",21,1,1,1214
"1202",3,240,"053_Regal_Wandregal","match",53,1,1,831
"1203",3,240,"014_Blume_Sonnenblume","mismatch",14,1,1,752
"1204",3,180,"039_Wasserkocher_modernerWasserkocher","mismatch",39,1,0,1146
"1205",3,240,"007_Bett_Krankenhausbett","match",7,1,1,1194
"1206",3,180,"045_Lampe_Wandlampe","match",45,1,1,1197
"1207",3,180,"055_Schrank_Kleiderschrank","mismatch",55,1,1,1029
"1208",3,60,"022_Gitarre_Elektrogitarre","match",22,1,1,737
"1209",3,60,"073_Telefon_Schnurtelefon","match",73,1,1,1041
"1210",3,60,"051_Regal_Holzregal","mismatch",51,1,1,1246
"1211",3,120,"064_Sofa_Ledersofa","match",64,1,1,1020
"1212",3,0,"060_Sitzbank_Schaukelbank","match",60,1,1,886
"1213",3,0,"082_Uhr_Wanduhr","match",82,1,1,724
"1214",3,0,"050_Nuss_Wallnuss","match",50,1,1,476
"1215",3,180,"012_Blume_Orchidee","match",12,1,1,379
"1216",3,120,"044_Lampe_Tischleuchte","match",44,1,1,514
"1217",3,240,"094_Boot_Segelschiff","mismatch",94,1,1,969
"1218",3,180,"096_Auto_Oldtimer","match",96,1,1,480
"1219",3,300,"080_Uhr_Armbanduhr","match",80,1,1,985
"1220",3,180,"057_Seife_Kernseife","mismatch",57,1,1,705
"1221",3,300,"034_Korb_Waeschekorb","match",34,1,1,686
"1222",3,120,"084_Ventilator_Tischventilator","match",84,1,1,500
"1223",3,120,"089_Eimer_Muelleimer","mismatch",89,1,1,533
"1224",3,180,"069_Stuhl_Rollstuhl","mismatch",69,1,1,1084
"1225",3,120,"029_Klavier_Fluegel","match",29,1,1,528
"1226",3,0,"040_Lampe_Deckenlampe","match",40,1,1,455
"1227",3,240,"059_Sitzbank_Holzbank_ohne_Lehne","match",59,1,1,432
"1228",3,60,"036_Kaffeemaschine_Filterkaffeemaschine","match",36,1,1,839
"1229",3,60,"087_Auto_Panzer","match",87,1,0,1090
"1230",3,240,"010_Blume_Gaenseblume","match",10,1,1,743
"1231",3,240,"083_Ventilator_Standventilator","match",83,1,1,606
"1232",3,240,"078_Tisch_Sofatisch","match",78,1,1,813
"1233",3,300,"020_Drucker_Multifunktionsdrucker","mismatch",20,1,1,1012
"1234",3,120,"056_Seife_Fluessigseife","mismatch",56,1,1,1578
"1235",3,240,"077_Tisch_Rundtisch","mismatch",77,1,1,829
"1236",3,180,"068_Stuhl_Holzstuhl","mismatch",68,1,1,678
"1237",3,240,"041_Lampe_Schreibtischlampe","match",41,1,1,791
"1238",3,60,"038_Toaster_2ScheibenToaster","match",38,1,0,1243
"1239",3,300,"058_Sitzbank_Holzbank_mit_Lehne","match",58,1,1,660
"1240",3,180,"079_Tisch_Schreibtisch","mismatch",79,1,1,1103
"1241",3,180,"009_Bildschirm_Flachbildfernseher","match",9,1,1,528
"1242",3,240,"100_Besteck_Loeffel","match",100,1,1,670
"1243",3,180,"065_Sofa_Zweiersofa","mismatch",65,1,1,592
"1244",3,120,"091_Flugzeug_Segelflieger","match",91,1,1,736
"1245",3,180,"028_Wasserkocher_retroWasserkocher","mismatch",28,1,1,546
"1246",3,60,"025_Glas_Weinglas","mismatch",25,1,0,686
"1247",3,180,"015_Blume_Tulpen","mismatch",15,1,1,547
"1248",3,60,"031_Klavier_Pianino","match",31,1,1,2566
"1249",3,120,"049_Nuss_Pistazie","match",49,1,1,433
"1250",3,240,"018_Computer_Tablet","mismatch",18,1,1,1059
"1251",3,240,"008_Bildschirm_Desktop","mismatch",8,1,1,479
"1252",3,60,"005_Bett_Doppelbett","mismatch",5,1,1,734
"1253",3,300,"043_Lampe_Strassenlaterne","match",43,1,1,820
"1254",3,300,"030_Klavier_Keyboard","match",30,1,1,1041
"1255",3,300,"054_Schrank_Bueroschrank","mismatch",54,1,1,574
"1256",3,0,"006_Bett_Einzelbett","mismatch",6,1,1,826
"1257",3,180,"099_Eimer_Wassereimer","match",99,1,1,797
"1258",3,300,"042_Lampe_Stehlampe","mismatch",42,1,1,927
"1259",3,60,"048_Nuss_Mandel","match",48,1,1,393
"1260",3,60,"004_Baum_Weide","match",4,1,1,1212
"1261",3,60,"026_Kamera_Digitalkamera","mismatch",26,1,1,986
"1262",3,300,"037_Mixer_Standmixer","match",37,1,1,546
"1263",3,120,"017_Computer_PC","mismatch",17,1,1,700
"1264",3,120,"093_Boot_Kanu","match",93,1,0,1983
"1265",3,240,"032_Kopfhoerer_Earbudohrhoerer","match",32,1,1,641
"1266",3,60,"003_Baum_Tanne","match",3,1,1,694
"1267",3,60,"019_Drucker_Heimdrucker","match",19,1,0,782
"1268",3,300,"013_Blume_Rosen","match",13,1,1,487
"1269",3,300,"088_Flugzeug_Kampfflieger","mismatch",88,1,0,642
"1270",3,240,"098_Auto_Van","match",98,1,1,737
"1271",3,180,"027_Kamera_Spiegelreflexkamera","mismatch",27,1,1,713
"1272",3,120,"067_Stuhl_Buerostuhl","mismatch",67,1,1,657
"1273",3,60,"011_Blume_Kaktus","mismatch",11,1,1,1153
"1274",3,60,"023_Glas_Sektglas","mismatch",23,1,1,779
"1275",3,300,"062_Sofa_Dreiersofa","mismatch",62,1,1,902
"1276",3,240,"033_Kopfhoerer_Muschelkopfhoerer","mismatch",33,1,1,638
"1277",3,180,"061_Sitzbank_Baumbank","match",61,1,1,1235
"1278",3,240,"086_Auto_Polizeiauto","mismatch",86,1,1,1021
"1279",3,120,"097_Besteck_Gabel","match",97,1,1,1291
"1280",3,60,"085_Auto_Pickuptruck","mismatch",85,1,1,679
"1281",3,240,"095_Boot_Kreuzfahrtschiff","match",95,1,1,507
"1282",3,180,"046_Besteck_Messer","mismatch",46,1,1,542
"1283",3,300,"024_Glas_Trinkglas","match",24,1,1,725
"1284",3,180,"063_Sofa_Ecksofa","match",63,1,1,1307
"1285",3,300,"052_Regal_Metallregal","match",52,1,1,1405
"1286",3,240,"072_Sessel_Ledersessel","mismatch",72,1,1,723
"1287",3,300,"075_Tisch_Etagentisch","match",75,1,1,618
"1288",3,180,"092_Boot_Ruderboot","mismatch",92,1,1,725
"1289",3,120,"076_Tisch_Holztisch","mismatch",76,1,1,634
"1290",3,300,"074_Telefon_Smartphone","mismatch",74,1,1,625
"1291",3,240,"035_Kaffeemaschine_Espressomaschine","match",35,1,1,1051
"1292",3,0,"070_Stuhl_Schalenstuhl","match",70,1,1,559
"1293",3,240,"071_Stuhl_Schreibtischstuhl","mismatch",71,1,1,865
"1294",3,0,"016_Computer_Laptop","mismatch",16,1,1,485
"1295",3,180,"002_Baum_Palme","match",2,1,1,899
"1296",3,120,"090_Flugzeug_Zweiteweltkriegsflieger","match",90,1,1,817
"1297",3,0,"001_Baum_Bonsai","mismatch",1,1,1,616
"1298",3,60,"061_Sitzbank_Baumbank","mismatch",61,2,1,1135
"1299",3,180,"089_Eimer_Muelleimer","match",89,2,1,756
"1300",3,240,"042_Lampe_Stehlampe","match",42,2,1,530
"1301",3,300,"078_Tisch_Sofatisch","match",78,2,1,455
"1302",3,120,"050_Nuss_Wallnuss","mismatch",50,2,1,769
"1303",3,120,"003_Baum_Tanne","match",3,2,1,490
"1304",3,240,"065_Sofa_Zweiersofa","match",65,2,1,768
"1305",3,0,"031_Klavier_Pianino","mismatch",31,2,1,895
"1306",3,300,"067_Stuhl_Buerostuhl","match",67,2,1,1027
"1307",3,300,"053_Regal_Wandregal","mismatch",53,2,1,625
"1308",3,0,"046_Besteck_Messer","match",46,2,1,353
"1309",3,120,"086_Auto_Polizeiauto","match",86,2,1,822
"1310",3,180,"035_Kaffeemaschine_Espressomaschine","mismatch",35,2,1,986
"1311",3,180,"032_Kopfhoerer_Earbudohrhoerer","mismatch",32,2,1,977
"1312",3,180,"073_Telefon_Schnurtelefon","match",73,2,0,672
"1313",3,300,"085_Auto_Pickuptruck","match",85,2,1,421
"1314",3,240,"090_Flugzeug_Zweiteweltkriegsflieger","match",90,2,0,1728
"1315",3,120,"072_Sessel_Ledersessel","mismatch",72,2,1,1235
"1316",3,180,"026_Kamera_Digitalkamera","match",26,2,1,491
"1317",3,120,"030_Klavier_Keyboard","match",30,2,0,769
"1318",3,0,"004_Baum_Weide","mismatch",4,2,0,676
"1319",3,180,"054_Schrank_Bueroschrank","mismatch",54,2,1,853
"1320",3,60,"069_Stuhl_Rollstuhl","match",69,2,1,1197
"1321",3,60,"077_Tisch_Rundtisch","mismatch",77,2,1,590
"1322",3,240,"024_Glas_Trinkglas","mismatch",24,2,1,755
"1323",3,0,"019_Drucker_Heimdrucker","match",19,2,1,928
"1324",3,180,"016_Computer_Laptop","match",16,2,0,1921
"1325",3,180,"059_Sitzbank_Holzbank_ohne_Lehne","match",59,2,1,822
"1326",3,180,"007_Bett_Krankenhausbett","match",7,2,0,2569
"1327",3,0,"100_Besteck_Loeffel","match",100,2,1,460
"1328",3,300,"082_Uhr_Wanduhr","mismatch",82,2,1,1286
"1329",3,60,"006_Bett_Einzelbett","match",6,2,1,647
"1330",3,60,"034_Korb_Waeschekorb","mismatch",34,2,1,554
"1331",3,240,"001_Baum_Bonsai","match",1,2,1,906
"1332",3,120,"080_Uhr_Armbanduhr","mismatch",80,2,1,797
"1333",3,60,"084_Ventilator_Tischventilator","mismatch",84,2,1,664
