"","sub","consistency","rotation","imgID","imagename","movable","correct","response_time"
"1249",17,"con","canon",53,"053_Regal_Wandregal",0,0,559
"1250",17,"con","canon",101,"101_Becken_Waschbecken",0,1,659
"1251",17,"incon","noncanon",66,"066_Stuhl_Barstuhl",1,0,577
"1252",17,"incon","noncanon",74,"074_Telefon_Smartphone",1,0,644
"1253",17,"incon","canon",78,"078_Tisch_Sofatisch",0,1,595
"1255",17,"incon","canon",115,"115_Kaefig_Vogelkaefig",0,1,364
"1256",17,"con","canon",116,"116_Kamin",0,0,337
"1257",17,"incon","noncanon",39,"039_Wasserkocher_moderner_Wasserkocher",1,1,350
"1259",17,"con","noncanon",38,"038_Toaster_2ScheibenToaster",1,1,557
"1260",17,"con","canon",79,"079_Tisch_Schreibtisch",0,1,356
"1263",17,"incon","noncanon",62,"062_Sofa_Dreiersofa",0,1,358
"1264",17,"con","noncanon",28,"028_Wasserkocher_retroWasserkocher",1,1,351
"1265",17,"con","canon",100,"100_Besteck_Loeffel",1,1,398
"1269",17,"con","noncanon",60,"060_Sitzbank_Schaukelbank",0,1,344
"1270",17,"incon","noncanon",6,"006_Bett_Einzelbett",0,1,392
"1271",17,"incon","canon",49,"049_Nuss_Pistazie",1,1,303
"1272",17,"incon","canon",35,"035_Kaffeemaschine_Espressomaschine",0,1,334
"1273",17,"con","noncanon",75,"075_Tisch_Etagentisch",0,1,450
"1274",17,"con","canon",90,"090_Flugzeug_Zweiteweltkriegsflieger",0,1,484
"1276",17,"con","canon",24,"024_Glas_Trinkglas",1,1,366
"1278",17,"incon","noncanon",83,"083_Ventilator_Standventilator",0,1,379
"1279",17,"incon","noncanon",98,"098_Auto_Van",0,1,383
"1280",17,"incon","canon",106,"106_Hydrant",1,1,346
"1282",17,"incon","noncanon",71,"071_Stuhl_Schreibtischstuhl",1,1,361
"1283",17,"con","canon",55,"055_Schrank_Kleiderschrank",0,1,352
"1284",17,"con","noncanon",21,"021_Gitarre_Akustikgitarre",1,1,380
"1287",17,"incon","noncanon",59,"059_Sitzbank_Holzbank_ohne_Lehne",0,1,379
"1288",17,"incon","canon",77,"077_Tisch_Rundtisch",0,1,334
"1291",17,"con","noncanon",117,"117_Muffin",1,0,424
"1292",17,"con","noncanon",92,"092_Boot_Ruderboot",1,1,424
"1293",17,"incon","noncanon",103,"103_Zahnbuerste",0,1,361
"1294",17,"con","noncanon",47,"047_Nuss_Erdnuss",1,1,319
"1295",17,"con","canon",69,"069_Stuhl_Rollstuhl",1,1,347
"1296",17,"con","canon",72,"072_Sessel_Ledersessel",0,1,422
"1297",17,"incon","canon",36,"036_Roller",1,1,330
"1298",17,"incon","noncanon",70,"070_Stuhl_Schalenstuhl",1,0,277
"1299",17,"con","noncanon",13,"013_Blume_Rosen",1,1,461
"1303",17,"incon","noncanon",109,"109_Router",1,1,400
"1304",17,"con","noncanon",37,"037_Mixer_Standmixer",1,1,266
"1305",17,"con","noncanon",120,"120_Knoblauch",1,0,292
"1306",17,"con","noncanon",52,"052_Regal_Metallregal",0,1,473
"1307",17,"con","canon",96,"096_Auto_Oldtimer",0,1,326
"1308",17,"con","noncanon",118,"118_Pilz_Champignon",1,1,376
"1310",17,"incon","canon",113,"113_Brezel",1,1,272
"1311",17,"con","canon",15,"015_Blume_Tulpen",1,1,302
"1313",17,"incon","canon",68,"068_Stuhl_Holzstuhl",1,1,471
"1314",17,"con","noncanon",42,"042_Lampe_Stehlampe",0,1,318
"1315",17,"con","noncanon",8,"008_Bildschirm_Desktop",0,1,252
"1316",17,"con","noncanon",102,"102_Bett_Kinderbett",1,1,272
"1317",17,"incon","noncanon",108,"108_MP3player",1,0,409
"1318",17,"incon","canon",9,"009_Bildschirm_Flachbildfernseher",0,1,411
"1319",17,"con","canon",25,"025_Glas_Weinglas",1,1,308
"1320",17,"incon","noncanon",31,"031_Muelltonne",0,1,355
"1321",17,"con","noncanon",105,"105_Geschenk",0,1,348
"1322",17,"incon","canon",10,"010_Blume_Gaenseblume",1,1,368
"1324",17,"con","canon",34,"034_Korb_Waeschekorb",1,1,323
"1325",17,"con","noncanon",54,"054_Schrank_Bueroschrank",0,1,361
"1326",17,"incon","noncanon",46,"046_Besteck_Messer",1,1,565
"1327",17,"incon","canon",1,"001_Baum_Bonsai",0,0,268
"1328",17,"incon","canon",93,"093_Boot_Kanu",1,1,521
"1330",17,"incon","canon",33,"033_Kopfhoerer_Muschelkopfhoerer",1,1,296
"1331",17,"con","noncanon",104,"104_Fahrradstaender",1,1,307
"1332",17,"incon","canon",88,"088_Flugzeug_Kampfflieger",0,1,329
"1333",17,"con","canon",20,"020_Drucker_Multifunktionsdrucker",0,1,460
"1334",17,"con","canon",114,"114_Brokkoli",1,1,313
"1335",17,"con","canon",95,"095_Boot_Kreuzfahrtschiff",0,1,467
"1336",17,"incon","canon",107,"107_Kranz_Adventskranz",1,1,601
"1337",17,"con","canon",119,"119_Paprika",1,1,328
"1338",17,"con","canon",18,"018_Computer_Tablet",1,0,54
"1339",17,"con","noncanon",14,"014_Blume_Sonnenblume",1,1,160
"1340",17,"incon","canon",40,"040_Lampe_Deckenlampe",0,1,191
"1341",17,"incon","noncanon",112,"112_Wanne_Badewanne",0,1,254
"1343",17,"incon","noncanon",27,"027_Kamera_Spiegelreflexkamera",1,1,148
"1344",17,"incon","noncanon",82,"082_Schaukelpferd",1,1,163
"1345",17,"con","noncanon",67,"067_Stuhl_Buerostuhl",1,1,156
"1346",17,"con","noncanon",56,"056_Seife_Fluessigseife",1,0,154
"1347",17,"con","canon",110,"110_Tretauto",1,1,771
"1348",17,"incon","noncanon",80,"080_Uhr_Armbanduhr",1,1,284
"1350",17,"incon","noncanon",85,"085_Auto_Pickuptruck",0,1,308
"1351",17,"con","noncanon",81,"081_Uhr_Digitaluhr",1,0,443
"1352",17,"incon","canon",45,"045_Lampe_Wandlampe",0,1,431
"1353",17,"con","canon",44,"044_Lampe_Tischleuchte",1,1,72
"1354",17,"incon","noncanon",61,"061_Sitzbank_Baumbank",0,1,164
"1355",17,"incon","noncanon",91,"091_Flugzeug_Segelflieger",0,1,341
"1356",17,"con","noncanon",32,"032_Kopfhoerer_Earbudohrhoerer",1,1,382
"1358",17,"incon","canon",64,"064_Sofa_Ledersofa",0,0,271
"1361",17,"con","noncanon",99,"099_Eimer_Wassereimer",1,1,241
"1363",17,"incon","canon",30,"030_Wippe",0,1,530
"1364",17,"con","noncanon",12,"012_Blume_Orchidee",1,1,346
"1365",17,"con","canon",41,"041_Lampe_Schreibtischlampe",1,0,314
"1368",17,"incon","canon",57,"057_Seife_Kernseife",1,0,454
"1370",17,"incon","canon",22,"022_Gitarre_Elektrogitarre",1,1,293
"1371",17,"con","canon",50,"050_Nuss_Wallnuss",1,1,316
"1372",17,"con","noncanon",87,"087_Auto_Panzer",0,1,490
"1375",17,"incon","noncanon",4,"004_Baum_Weide",0,1,219
"1376",17,"con","canon",11,"011_Blume_Kaktus",0,1,362
"1378",17,"con","canon",5,"005_Bett_Doppelbett",0,1,465
"1380",17,"con","canon",2,"002_Baum_Palme",0,1,289
"1381",17,"con","canon",3,"003_Baum_Tanne",0,1,299
"1382",17,"con","canon",97,"097_Besteck_Gabel",1,1,615
"1383",17,"incon","canon",23,"023_Glas_Sektglas",1,1,319
"1384",17,"con","canon",76,"076_Tisch_Holztisch",0,1,306
"1385",17,"con","noncanon",51,"051_Regal_Holzregal",0,1,342
"1386",17,"incon","noncanon",63,"063_Sofa_Ecksofa",0,1,336
"1387",17,"incon","canon",48,"048_Nuss_Mandel",1,1,272
"1388",17,"incon","canon",26,"026_Kamera_Digitalkamera",1,1,359
"1389",17,"incon","noncanon",19,"019_Drucker_Heimdrucker",0,0,284
"1390",17,"incon","canon",58,"058_Sitzbank_Holzbank_mit_Lehne",0,1,393
"1391",17,"incon","canon",73,"073_Telefon_Schnurtelefon",1,1,320
"1392",17,"incon","noncanon",17,"017_Computer_PC",0,1,385
"1393",17,"incon","noncanon",111,"111_Wagen_Einkaufswagen",1,1,298
"1394",17,"con","canon",16,"016_Computer_Laptop",1,1,229
"1395",17,"con","noncanon",86,"086_Auto_Polizeiauto",0,1,191
"1396",17,"incon","canon",94,"094_Boot_Segelschiff",0,0,373
"1397",17,"incon","canon",7,"007_Bett_Krankenhausbett",0,1,516
"1398",17,"incon","noncanon",65,"065_Sofa_Zweiersofa",0,1,317
"1400",17,"con","noncanon",29,"029_Klavier_Fluegel",0,1,384
"1401",17,"incon","noncanon",84,"084_Ventilator_Tischventilator",1,1,292
"1402",17,"incon","noncanon",89,"089_Eimer_Muelleimer",1,1,278
"1403",17,"incon","canon",43,"043_Lampe_Strassenlaterne",0,1,266
"1405",18,"incon","noncanon",73,"073_Telefon_Schnurtelefon",1,0,470
"1406",18,"incon","canon",104,"104_Fahrradstaender",1,1,541
"1408",18,"con","noncanon",114,"114_Brokkoli",1,0,537
"1409",18,"con","canon",61,"061_Sitzbank_Baumbank",0,1,857
"1411",18,"con","canon",63,"063_Sofa_Ecksofa",0,1,689
"1412",18,"incon","canon",120,"120_Knoblauch",1,1,650
"1413",18,"incon","canon",38,"038_Toaster_2ScheibenToaster",1,1,631
"1414",18,"con","canon",103,"103_Zahnbuerste",0,1,369
"1415",18,"con","canon",6,"006_Bett_Einzelbett",0,1,783
"1416",18,"con","canon",80,"080_Uhr_Armbanduhr",1,1,415
"1417",18,"con","canon",39,"039_Wasserkocher_moderner_Wasserkocher",1,1,342
"1418",18,"incon","noncanon",115,"115_Kaefig_Vogelkaefig",0,1,359
"1419",18,"incon","noncanon",43,"043_Lampe_Strassenlaterne",0,1,1000
"1420",18,"incon","canon",87,"087_Auto_Panzer",0,1,726
"1422",18,"incon","noncanon",40,"040_Lampe_Deckenlampe",0,1,458
"1423",18,"con","canon",109,"109_Router",1,1,529
"1424",18,"incon","noncanon",35,"035_Kaffeemaschine_Espressomaschine",0,0,938
"1425",18,"con","canon",84,"084_Ventilator_Tischventilator",1,1,396
"1426",18,"con","noncanon",3,"003_Baum_Tanne",0,1,541
"1427",18,"incon","noncanon",26,"026_Kamera_Digitalkamera",1,0,788
"1428",18,"con","canon",111,"111_Wagen_Einkaufswagen",1,1,414
"1429",18,"incon","canon",56,"056_Seife_Fluessigseife",1,1,561
"1430",18,"incon","canon",118,"118_Pilz_Champignon",1,1,404
"1431",18,"con","noncanon",96,"096_Auto_Oldtimer",0,1,266
"1432",18,"incon","canon",52,"052_Regal_Metallregal",0,1,602
"1433",18,"incon","noncanon",9,"009_Bildschirm_Flachbildfernseher",0,1,588
"1434",18,"con","canon",74,"074_Telefon_Smartphone",1,1,378
"1435",18,"con","noncanon",72,"072_Sessel_Ledersessel",0,1,257
"1436",18,"incon","canon",67,"067_Stuhl_Buerostuhl",1,1,244
"1437",18,"incon","noncanon",93,"093_Boot_Kanu",1,0,1486
"1438",18,"con","canon",112,"112_Wanne_Badewanne",0,1,364
"1439",18,"con","noncanon",25,"025_Glas_Weinglas",1,1,429
"1440",18,"con","noncanon",95,"095_Boot_Kreuzfahrtschiff",0,1,451
"1443",18,"incon","canon",75,"075_Tisch_Etagentisch",0,1,350
"1446",18,"incon","canon",13,"013_Blume_Rosen",1,1,414
"1447",18,"con","noncanon",116,"116_Kamin",0,1,653
"1448",18,"con","canon",89,"089_Eimer_Muelleimer",1,0,388
"1449",18,"incon","noncanon",68,"068_Stuhl_Holzstuhl",1,1,505
"1450",18,"incon","canon",29,"029_Klavier_Fluegel",0,1,401
"1451",18,"incon","noncanon",1,"001_Baum_Bonsai",0,1,269
"1454",18,"con","noncanon",110,"110_Tretauto",1,1,372
"1456",18,"incon","canon",60,"060_Sitzbank_Schaukelbank",0,1,449
"1457",18,"incon","noncanon",36,"036_Roller",1,1,600
"1458",18,"incon","canon",37,"037_Mixer_Standmixer",1,1,387
"1459",18,"con","noncanon",20,"020_Drucker_Multifunktionsdrucker",0,1,612
"1460",18,"con","noncanon",76,"076_Tisch_Holztisch",0,1,335
"1461",18,"con","noncanon",50,"050_Nuss_Wallnuss",1,1,767
"1462",18,"con","canon",85,"085_Auto_Pickuptruck",0,1,289
"1463",18,"con","noncanon",53,"053_Regal_Wandregal",0,1,712
"1464",18,"con","canon",65,"065_Sofa_Zweiersofa",0,0,381
"1465",18,"con","noncanon",100,"100_Besteck_Loeffel",1,1,374
"1466",18,"incon","canon",99,"099_Eimer_Wassereimer",1,1,338
"1467",18,"incon","noncanon",107,"107_Kranz_Adventskranz",1,1,306
"1468",18,"con","noncanon",15,"015_Blume_Tulpen",1,1,306
"1469",18,"incon","canon",105,"105_Geschenk",0,1,357
"1470",18,"con","noncanon",69,"069_Stuhl_Rollstuhl",1,1,252
"1472",18,"con","noncanon",90,"090_Flugzeug_Zweiteweltkriegsflieger",0,1,449
"1473",18,"incon","noncanon",58,"058_Sitzbank_Holzbank_mit_Lehne",0,1,295
"1474",18,"incon","canon",102,"102_Bett_Kinderbett",1,1,344
"1475",18,"con","canon",27,"027_Kamera_Spiegelreflexkamera",1,0,518
"1476",18,"con","noncanon",11,"011_Blume_Kaktus",0,1,252
"1477",18,"con","canon",83,"083_Ventilator_Standventilator",0,1,307
"1479",18,"incon","noncanon",78,"078_Tisch_Sofatisch",0,0,613
"1480",18,"con","canon",82,"082_Schaukelpferd",1,1,335
"1481",18,"con","noncanon",34,"034_Korb_Waeschekorb",1,1,301
"1482",18,"incon","canon",42,"042_Lampe_Stehlampe",0,1,363
"1483",18,"con","canon",91,"091_Flugzeug_Segelflieger",0,1,269
"1484",18,"incon","noncanon",106,"106_Hydrant",1,1,229
"1485",18,"incon","noncanon",57,"057_Seife_Kernseife",1,1,199
"1486",18,"incon","canon",51,"051_Regal_Holzregal",0,1,247
"1487",18,"con","noncanon",2,"002_Baum_Palme",0,1,231
"1488",18,"con","noncanon",79,"079_Tisch_Schreibtisch",0,1,195
"1490",18,"incon","noncanon",113,"113_Brezel",1,1,453
"1492",18,"con","canon",31,"031_Muelltonne",0,1,559
"1493",18,"incon","canon",8,"008_Bildschirm_Desktop",0,1,315
"1494",18,"con","canon",66,"066_Stuhl_Barstuhl",1,1,366
"1495",18,"incon","noncanon",94,"094_Boot_Segelschiff",0,1,797
"1496",18,"con","canon",70,"070_Stuhl_Schalenstuhl",1,1,332
"1497",18,"con","noncanon",5,"005_Bett_Doppelbett",0,1,475
"1498",18,"incon","canon",81,"081_Uhr_Digitaluhr",1,1,380
"1499",18,"con","noncanon",41,"041_Lampe_Schreibtischlampe",1,1,391
"1500",18,"con","noncanon",101,"101_Becken_Waschbecken",0,1,244
"1501",18,"incon","noncanon",23,"023_Glas_Sektglas",1,1,309
"1502",18,"con","noncanon",18,"018_Computer_Tablet",1,0,975
"1503",18,"con","canon",71,"071_Stuhl_Schreibtischstuhl",1,1,336
"1504",18,"incon","canon",92,"092_Boot_Ruderboot",1,1,306
"1506",18,"incon","canon",28,"028_Wasserkocher_retroWasserkocher",1,1,348
"1508",18,"con","canon",4,"004_Baum_Weide",0,1,395
"1509",18,"con","canon",59,"059_Sitzbank_Holzbank_ohne_Lehne",0,1,471
"1512",18,"incon","canon",32,"032_Kopfhoerer_Earbudohrhoerer",1,1,345
"1514",18,"con","noncanon",97,"097_Besteck_Gabel",1,1,353
"1515",18,"con","noncanon",119,"119_Paprika",1,1,645
"1517",18,"incon","canon",14,"014_Blume_Sonnenblume",1,1,353
"1518",18,"con","noncanon",24,"024_Glas_Trinkglas",1,1,337
"1519",18,"incon","canon",47,"047_Nuss_Erdnuss",1,1,416
"1520",18,"con","canon",62,"062_Sofa_Dreiersofa",0,1,396
"1522",18,"incon","noncanon",77,"077_Tisch_Rundtisch",0,1,911
"1523",18,"incon","noncanon",48,"048_Nuss_Mandel",1,1,750
"1525",18,"incon","noncanon",88,"088_Flugzeug_Kampfflieger",0,1,329
"1528",18,"incon","noncanon",7,"007_Bett_Krankenhausbett",0,0,920
"1529",18,"con","canon",17,"017_Computer_PC",0,1,555
"1530",18,"incon","canon",12,"012_Blume_Orchidee",1,1,423
"1531",18,"incon","canon",54,"054_Schrank_Bueroschrank",0,1,620
"1533",18,"incon","noncanon",10,"010_Blume_Gaenseblume",1,1,258
"1535",18,"incon","canon",117,"117_Muffin",1,1,449
"1537",18,"incon","noncanon",33,"033_Kopfhoerer_Muschelkopfhoerer",1,1,862
"1538",18,"con","noncanon",44,"044_Lampe_Tischleuchte",1,1,414
"1539",18,"con","canon",46,"046_Besteck_Messer",1,1,318
"1540",18,"incon","noncanon",45,"045_Lampe_Wandlampe",0,1,457
"1541",18,"incon","noncanon",49,"049_Nuss_Pistazie",1,1,314
"1545",18,"incon","canon",86,"086_Auto_Polizeiauto",0,1,375
"1547",18,"con","noncanon",16,"016_Computer_Laptop",1,1,510
"1550",18,"con","canon",108,"108_MP3player",1,1,631
"1552",18,"incon","noncanon",64,"064_Sofa_Ledersofa",0,0,509
"1553",18,"con","canon",19,"019_Drucker_Heimdrucker",0,1,459
"1555",18,"con","noncanon",55,"055_Schrank_Kleiderschrank",0,1,303
"1556",18,"incon","noncanon",30,"030_Wippe",0,0,474
"1557",18,"con","canon",98,"098_Auto_Van",0,1,252
"1559",18,"incon","noncanon",22,"022_Gitarre_Elektrogitarre",1,0,502
"1560",18,"incon","canon",21,"021_Gitarre_Akustikgitarre",1,1,341
"1562",19,"incon","canon",112,"112_Wanne_Badewanne",0,1,450
"1563",19,"con","canon",29,"029_Klavier_Fluegel",0,1,598
"1564",19,"incon","canon",31,"031_Muelltonne",0,1,500
"1566",19,"incon","noncanon",34,"034_Korb_Waeschekorb",1,1,441
"1567",19,"incon","canon",61,"061_Sitzbank_Baumbank",0,1,649
"1568",19,"con","noncanon",64,"064_Sofa_Ledersofa",0,0,820
"1569",19,"con","canon",118,"118_Pilz_Champignon",1,1,441
"1570",19,"con","canon",28,"028_Wasserkocher_retroWasserkocher",1,1,474
"1571",19,"con","noncanon",30,"030_Wippe",0,1,964
"1572",19,"incon","canon",59,"059_Sitzbank_Holzbank_ohne_Lehne",0,1,555
"1573",19,"con","noncanon",58,"058_Sitzbank_Holzbank_mit_Lehne",0,1,942
"1576",19,"incon","noncanon",116,"116_Kamin",0,1,831
"1577",19,"incon","noncanon",16,"016_Computer_Laptop",1,0,668
"1578",19,"incon","noncanon",2,"002_Baum_Palme",0,1,632
"1579",19,"incon","canon",98,"098_Auto_Van",0,1,457
"1580",19,"con","canon",99,"099_Eimer_Wassereimer",1,1,583
"1581",19,"con","canon",87,"087_Auto_Panzer",0,1,782
"1582",19,"incon","canon",83,"083_Ventilator_Standventilator",0,1,414
"1583",19,"incon","canon",91,"091_Flugzeug_Segelflieger",0,1,491
"1584",19,"incon","canon",6,"006_Bett_Einzelbett",0,0,688
"1586",19,"incon","canon",17,"017_Computer_PC",0,1,872
"1587",19,"con","noncanon",107,"107_Kranz_Adventskranz",1,1,497
"1589",19,"con","noncanon",115,"115_Kaefig_Vogelkaefig",0,0,788
"1590",19,"incon","noncanon",90,"090_Flugzeug_Zweiteweltkriegsflieger",0,1,408
"1591",19,"incon","noncanon",110,"110_Tretauto",1,1,611
"1593",19,"con","canon",117,"117_Muffin",1,1,554
"1594",19,"con","canon",120,"120_Knoblauch",1,1,375
"1595",19,"con","noncanon",23,"023_Glas_Sektglas",1,1,754
"1596",19,"incon","canon",62,"062_Sofa_Dreiersofa",0,1,498
"1597",19,"con","noncanon",93,"093_Boot_Kanu",1,0,792
"1599",19,"con","noncanon",88,"088_Flugzeug_Kampfflieger",0,1,446
"1600",19,"incon","canon",71,"071_Stuhl_Schreibtischstuhl",1,1,448
"1603",19,"con","noncanon",9,"009_Bildschirm_Flachbildfernseher",0,1,761
"1606",19,"con","canon",54,"054_Schrank_Bueroschrank",0,1,713
"1607",19,"incon","noncanon",11,"011_Blume_Kaktus",0,1,698
"1608",19,"con","canon",13,"013_Blume_Rosen",1,1,409
"1610",19,"con","noncanon",43,"043_Lampe_Strassenlaterne",0,1,524
"1611",19,"con","noncanon",7,"007_Bett_Krankenhausbett",0,0,577
"1612",19,"con","noncanon",35,"035_Kaffeemaschine_Espressomaschine",0,1,800
"1613",19,"con","noncanon",26,"026_Kamera_Digitalkamera",1,1,535
"1614",19,"con","noncanon",73,"073_Telefon_Schnurtelefon",1,1,732
"1615",19,"incon","noncanon",72,"072_Sessel_Ledersessel",0,1,503
"1617",19,"incon","noncanon",76,"076_Tisch_Holztisch",0,1,465
"1618",19,"incon","canon",65,"065_Sofa_Zweiersofa",0,1,401
"1621",19,"incon","noncanon",3,"003_Baum_Tanne",0,1,432
"1622",19,"con","canon",67,"067_Stuhl_Buerostuhl",1,1,379
"1624",19,"con","canon",60,"060_Sitzbank_Schaukelbank",0,1,749
"1625",19,"con","canon",52,"052_Regal_Metallregal",0,1,503
"1626",19,"con","canon",56,"056_Seife_Fluessigseife",1,1,639
"1627",19,"con","canon",81,"081_Uhr_Digitaluhr",1,1,606
"1628",19,"incon","canon",85,"085_Auto_Pickuptruck",0,1,395
"1630",19,"incon","noncanon",95,"095_Boot_Kreuzfahrtschiff",0,1,615
"1631",19,"incon","canon",80,"080_Uhr_Armbanduhr",1,1,414
"1632",19,"incon","canon",82,"082_Schaukelpferd",1,1,596
"1633",19,"incon","noncanon",101,"101_Becken_Waschbecken",0,1,495
"1634",19,"con","noncanon",45,"045_Lampe_Wandlampe",0,1,498
"1636",19,"con","canon",105,"105_Geschenk",0,1,454
"1637",19,"con","canon",32,"032_Kopfhoerer_Earbudohrhoerer",1,1,415
"1638",19,"con","noncanon",48,"048_Nuss_Mandel",1,1,349
"1639",19,"con","canon",42,"042_Lampe_Stehlampe",0,1,393
"1641",19,"incon","canon",46,"046_Besteck_Messer",1,0,813
"1642",19,"con","canon",86,"086_Auto_Polizeiauto",0,1,514
"1643",19,"incon","noncanon",20,"020_Drucker_Multifunktionsdrucker",0,1,1007
"1644",19,"incon","canon",63,"063_Sofa_Ecksofa",0,1,518
"1645",19,"con","noncanon",78,"078_Tisch_Sofatisch",0,1,682
"1647",19,"con","noncanon",94,"094_Boot_Segelschiff",0,1,726
"1648",19,"con","noncanon",10,"010_Blume_Gaenseblume",1,1,479
"1649",19,"con","canon",104,"104_Fahrradstaender",1,1,657
"1650",19,"incon","noncanon",96,"096_Auto_Oldtimer",0,1,500
"1651",19,"incon","noncanon",25,"025_Glas_Weinglas",1,1,515
"1653",19,"incon","noncanon",97,"097_Besteck_Gabel",1,1,589
"1655",19,"incon","noncanon",5,"005_Bett_Doppelbett",0,1,577
"1656",19,"incon","canon",19,"019_Drucker_Heimdrucker",0,1,774
"1659",19,"incon","canon",109,"109_Router",1,1,671
"1660",19,"con","canon",47,"047_Nuss_Erdnuss",1,1,559
"1661",19,"incon","noncanon",44,"044_Lampe_Tischleuchte",1,1,500
"1662",19,"incon","canon",103,"103_Zahnbuerste",0,1,439
"1664",19,"incon","noncanon",18,"018_Computer_Tablet",1,0,698
"1665",19,"con","noncanon",106,"106_Hydrant",1,1,427
"1666",19,"incon","noncanon",41,"041_Lampe_Schreibtischlampe",1,1,844
"1667",19,"con","canon",51,"051_Regal_Holzregal",0,1,319
"1668",19,"incon","canon",111,"111_Wagen_Einkaufswagen",1,1,442
"1669",19,"con","noncanon",33,"033_Kopfhoerer_Muschelkopfhoerer",1,1,385
"1671",19,"con","canon",92,"092_Boot_Ruderboot",1,1,409
"1672",19,"incon","noncanon",55,"055_Schrank_Kleiderschrank",0,1,605
"1673",19,"con","noncanon",1,"001_Baum_Bonsai",0,1,514
"1674",19,"con","canon",75,"075_Tisch_Etagentisch",0,1,380
"1675",19,"con","noncanon",68,"068_Stuhl_Holzstuhl",1,1,492
"1676",19,"incon","noncanon",100,"100_Besteck_Loeffel",1,1,487
"1679",19,"incon","canon",27,"027_Kamera_Spiegelreflexkamera",1,1,538
"1680",19,"incon","noncanon",24,"024_Glas_Trinkglas",1,1,700
"1681",19,"incon","noncanon",79,"079_Tisch_Schreibtisch",0,1,788
"1682",19,"incon","canon",74,"074_Telefon_Smartphone",1,1,358
"1683",19,"con","canon",8,"008_Bildschirm_Desktop",0,1,620
"1684",19,"incon","canon",108,"108_MP3player",1,1,577
"1685",19,"incon","canon",70,"070_Stuhl_Schalenstuhl",1,1,530
"1687",19,"con","noncanon",40,"040_Lampe_Deckenlampe",0,1,444
"1688",19,"incon","canon",66,"066_Stuhl_Barstuhl",1,1,542
"1689",19,"con","canon",102,"102_Bett_Kinderbett",1,1,451
"1690",19,"incon","canon",39,"039_Wasserkocher_moderner_Wasserkocher",1,1,399
"1691",19,"con","noncanon",77,"077_Tisch_Rundtisch",0,1,490
"1692",19,"incon","noncanon",50,"050_Nuss_Wallnuss",1,1,300
"1693",19,"incon","canon",89,"089_Eimer_Muelleimer",1,1,268
"1695",19,"incon","noncanon",114,"114_Brokkoli",1,0,579
"1697",19,"con","noncanon",113,"113_Brezel",1,1,538
"1698",19,"incon","canon",84,"084_Ventilator_Tischventilator",1,1,395
"1699",19,"con","canon",14,"014_Blume_Sonnenblume",1,1,356
"1700",19,"con","noncanon",49,"049_Nuss_Pistazie",1,1,355
"1701",19,"con","canon",38,"038_Toaster_2ScheibenToaster",1,1,642
"1703",19,"con","noncanon",22,"022_Gitarre_Elektrogitarre",1,1,460
"1707",19,"con","noncanon",36,"036_Roller",1,1,458
"1708",19,"con","canon",12,"012_Blume_Orchidee",1,1,425
"1709",19,"con","noncanon",57,"057_Seife_Kernseife",1,1,462
"1710",19,"con","canon",21,"021_Gitarre_Akustikgitarre",1,1,329
"1711",19,"incon","canon",4,"004_Baum_Weide",0,1,333
"1712",19,"con","canon",37,"037_Mixer_Standmixer",1,1,660
"1713",19,"incon","noncanon",53,"053_Regal_Wandregal",0,1,472
"1714",19,"incon","noncanon",69,"069_Stuhl_Rollstuhl",1,1,409
"1715",19,"incon","noncanon",119,"119_Paprika",1,1,365
"1716",19,"incon","noncanon",15,"015_Blume_Tulpen",1,1,805
"1717",2,"con","canon",74,"074_Telefon_Smartphone",1,1,829
"1718",2,"incon","canon",67,"067_Stuhl_Buerostuhl",1,1,649
"1719",2,"incon","noncanon",11,"011_Blume_Kaktus",0,0,589
"1721",2,"con","noncanon",113,"113_Brezel",1,1,766
"1723",2,"incon","canon",15,"015_Blume_Tulpen",1,1,559
"1726",2,"con","noncanon",3,"003_Baum_Tanne",0,0,820
"1727",2,"incon","noncanon",84,"084_Ventilator_Tischventilator",1,1,620
"1730",2,"con","noncanon",41,"041_Lampe_Schreibtischlampe",1,1,734
"1731",2,"con","noncanon",112,"112_Wanne_Badewanne",0,1,614
"1733",2,"incon","noncanon",73,"073_Telefon_Schnurtelefon",1,0,638
"1734",2,"con","canon",61,"061_Sitzbank_Baumbank",0,1,966
"1735",2,"con","canon",120,"120_Knoblauch",1,1,594
"1736",2,"con","canon",101,"101_Becken_Waschbecken",0,1,585
"1738",2,"incon","noncanon",103,"103_Zahnbuerste",0,1,456
"1739",2,"con","canon",65,"065_Sofa_Zweiersofa",0,1,683
"1740",2,"con","canon",100,"100_Besteck_Loeffel",1,1,556
"1741",2,"con","canon",27,"027_Kamera_Spiegelreflexkamera",1,1,508
"1742",2,"con","canon",44,"044_Lampe_Tischleuchte",1,1,397
"1744",2,"con","canon",38,"038_Toaster_2ScheibenToaster",1,1,533
"1746",2,"con","noncanon",40,"040_Lampe_Deckenlampe",0,1,528
"1747",2,"incon","noncanon",20,"020_Drucker_Multifunktionsdrucker",0,1,558
"1748",2,"incon","noncanon",43,"043_Lampe_Strassenlaterne",0,0,734
"1749",2,"incon","canon",62,"062_Sofa_Dreiersofa",0,1,580
"1750",2,"incon","canon",32,"032_Kopfhoerer_Earbudohrhoerer",1,1,449
"1751",2,"incon","canon",7,"007_Bett_Krankenhausbett",0,1,831
