"","sub","consistency","rotation","imgID","imagename","movable","correct","response_time","log_RT"
"705",14,"incon","noncanon",114,"114_Brokkoli",1,1,501,6.21660610108486
"706",14,"con","canon",119,"119_Paprika",1,1,368,5.90808293816893
"707",14,"incon","noncanon",107,"107_Kranz_Adventskranz",1,1,527,6.26720054854136
"708",14,"incon","noncanon",2,"002_Baum_Palme",0,1,348,5.85220247977447
"709",14,"incon","canon",89,"089_Eimer_Muelleimer",1,1,381,5.9427993751267
"710",14,"con","noncanon",56,"056_Seife_Fluessigseife",1,1,400,5.99146454710798
"711",14,"incon","canon",9,"009_Bildschirm_Flachbildfernseher",0,1,594,6.38687931936265
"713",14,"incon","canon",50,"050_Nuss_Wallnuss",1,1,297,5.6937321388027
"714",14,"con","canon",82,"082_Schaukelpferd",1,1,394,5.97635090929793
"716",14,"con","noncanon",19,"019_Drucker_Heimdrucker",0,1,580,6.36302810354046
"717",14,"incon","noncanon",46,"046_Besteck_Messer",1,1,467,6.1463292576689
"718",14,"con","canon",92,"092_Boot_Ruderboot",1,1,633,6.45047042214418
"719",14,"con","canon",112,"112_Wanne_Badewanne",0,1,395,5.97888576490112
"720",14,"incon","canon",95,"095_Boot_Kreuzfahrtschiff",0,1,363,5.89440283426485
"721",15,"incon","canon",64,"064_Sofa_Ledersofa",0,1,512,6.23832462503951
"722",15,"incon","noncanon",118,"118_Pilz_Champignon",1,1,596,6.39024066706535
"723",15,"incon","canon",30,"030_Wippe",0,1,649,6.47543271670409
"724",15,"con","noncanon",32,"032_Kopfhoerer_Earbudohrhoerer",1,1,585,6.37161184723186
"725",15,"con","noncanon",16,"016_Computer_Laptop",1,1,902,6.80461452006262
"726",15,"con","noncanon",2,"002_Baum_Palme",0,1,1092,6.99576615630485
"727",15,"incon","noncanon",88,"088_Flugzeug_Kampfflieger",0,1,952,6.85856503479136
"729",15,"con","canon",83,"083_Ventilator_Standventilator",0,1,456,6.12249280951439
"730",15,"con","canon",9,"009_Bildschirm_Flachbildfernseher",0,1,480,6.17378610390194
"731",15,"incon","canon",120,"120_Knoblauch",1,1,516,6.24610676548156
"732",15,"con","noncanon",27,"027_Kamera_Spiegelreflexkamera",1,1,447,6.10255859461357
"733",15,"incon","canon",82,"082_Schaukelpferd",1,1,412,6.02102334934953
"735",15,"con","canon",62,"062_Sofa_Dreiersofa",0,1,363,5.89440283426485
"736",15,"con","noncanon",34,"034_Korb_Waeschekorb",1,1,476,6.16541785423142
"737",15,"con","canon",66,"066_Stuhl_Barstuhl",1,1,373,5.92157841964382
"738",15,"incon","noncanon",19,"019_Drucker_Heimdrucker",0,1,826,6.71659477352098
"739",15,"con","noncanon",76,"076_Tisch_Holztisch",0,1,477,6.16751649088834
"740",15,"incon","noncanon",31,"031_Muelltonne",0,1,615,6.42162226780652
"741",15,"incon","canon",12,"012_Blume_Orchidee",1,1,425,6.05208916892442
"742",15,"con","noncanon",46,"046_Besteck_Messer",1,1,364,5.89715386763674
"743",15,"incon","noncanon",22,"022_Gitarre_Elektrogitarre",1,1,677,6.51767127291227
"744",15,"con","canon",7,"007_Bett_Krankenhausbett",0,1,400,5.99146454710798
"746",15,"con","canon",108,"108_MP3player",1,1,436,6.07764224334903
"747",15,"con","noncanon",44,"044_Lampe_Tischleuchte",1,1,409,6.0137151560428
"749",15,"con","canon",111,"111_Wagen_Einkaufswagen",1,1,322,5.77455154554441
"750",15,"incon","noncanon",40,"040_Lampe_Deckenlampe",0,1,402,5.99645208861902
"751",15,"con","noncanon",14,"014_Blume_Sonnenblume",1,1,540,6.29156913955832
"752",15,"con","canon",48,"048_Nuss_Mandel",1,1,308,5.73009978297357
"753",15,"incon","canon",112,"112_Wanne_Badewanne",0,1,355,5.87211778947542
"754",15,"incon","canon",52,"052_Regal_Metallregal",0,1,408,6.01126717440416
"756",15,"con","canon",47,"047_Nuss_Erdnuss",1,1,344,5.8406416573734
"757",15,"incon","canon",15,"015_Blume_Tulpen",1,1,312,5.74300318780948
"759",15,"incon","canon",23,"023_Glas_Sektglas",1,1,351,5.86078622346587
"760",15,"incon","canon",92,"092_Boot_Ruderboot",1,1,313,5.74620319054015
"761",15,"incon","canon",109,"109_Router",1,1,363,5.89440283426485
"762",15,"con","noncanon",60,"060_Sitzbank_Schaukelbank",0,1,310,5.73657229747919
"763",15,"con","canon",93,"093_Boot_Kanu",1,1,329,5.79605775076537
"764",15,"con","canon",91,"091_Flugzeug_Segelflieger",0,1,311,5.73979291217923
"765",15,"con","noncanon",4,"004_Baum_Weide",0,1,345,5.84354441703136
"766",15,"con","noncanon",116,"116_Kamin",0,1,496,6.20657592672493
"767",15,"con","noncanon",43,"043_Lampe_Strassenlaterne",0,1,489,6.19236248947487
"768",15,"incon","noncanon",10,"010_Blume_Gaenseblume",1,1,399,5.98896141688986
"769",15,"con","noncanon",77,"077_Tisch_Rundtisch",0,1,490,6.19440539110467
"770",15,"con","noncanon",24,"024_Glas_Trinkglas",1,1,376,5.92958914338989
"771",15,"incon","noncanon",53,"053_Regal_Wandregal",0,1,350,5.85793315448346
"772",15,"incon","canon",57,"057_Seife_Kernseife",1,1,327,5.78996017089725
"773",15,"incon","canon",79,"079_Tisch_Schreibtisch",0,1,331,5.80211837537706
"774",15,"con","noncanon",21,"021_Gitarre_Akustikgitarre",1,1,415,6.0282785202307
"775",15,"incon","noncanon",6,"006_Bett_Einzelbett",0,1,410,6.01615715969835
"776",15,"incon","canon",65,"065_Sofa_Zweiersofa",0,1,414,6.02586597382531
"777",15,"incon","canon",75,"075_Tisch_Etagentisch",0,1,359,5.88332238848828
"778",15,"con","canon",33,"033_Kopfhoerer_Muschelkopfhoerer",1,1,392,5.97126183979046
"779",15,"con","canon",42,"042_Lampe_Stehlampe",0,1,285,5.65248918026865
"780",15,"con","noncanon",8,"008_Bildschirm_Desktop",0,1,370,5.91350300563827
"781",15,"con","canon",97,"097_Besteck_Gabel",1,1,349,5.85507192220243
"782",15,"incon","noncanon",78,"078_Tisch_Sofatisch",0,1,487,6.18826412308259
"783",15,"con","canon",95,"095_Boot_Kreuzfahrtschiff",0,1,438,6.08221891037645
"784",15,"con","noncanon",84,"084_Ventilator_Tischventilator",1,1,337,5.82008293035236
"785",15,"incon","canon",45,"045_Lampe_Wandlampe",0,1,436,6.07764224334903
"786",15,"con","canon",103,"103_Zahnbuerste",0,1,477,6.16751649088834
"787",15,"con","canon",61,"061_Sitzbank_Baumbank",0,1,300,5.7037824746562
"788",15,"incon","noncanon",58,"058_Sitzbank_Holzbank_mit_Lehne",0,1,516,6.24610676548156
"789",15,"con","noncanon",101,"101_Becken_Waschbecken",0,1,520,6.25382881157547
"790",15,"con","noncanon",68,"068_Stuhl_Holzstuhl",1,1,513,6.24027584517077
"791",15,"incon","noncanon",102,"102_Bett_Kinderbett",1,1,486,6.18620862390049
"792",15,"incon","canon",28,"028_Wasserkocher_retroWasserkocher",1,1,380,5.94017125272043
"793",15,"con","noncanon",110,"110_Tretauto",1,1,346,5.84643877505772
"794",15,"incon","canon",72,"072_Sessel_Ledersessel",0,1,321,5.77144112313002
"795",15,"incon","canon",5,"005_Bett_Doppelbett",0,1,332,5.80513496891649
"796",15,"incon","canon",94,"094_Boot_Segelschiff",0,1,343,5.83773044716594
"797",15,"incon","noncanon",69,"069_Stuhl_Rollstuhl",1,1,471,6.15485809401642
"798",15,"con","noncanon",87,"087_Auto_Panzer",0,1,611,6.4150969591716
"799",15,"incon","noncanon",26,"026_Kamera_Digitalkamera",1,1,430,6.06378520868761
"800",15,"con","noncanon",85,"085_Auto_Pickuptruck",0,1,554,6.31716468674728
"801",15,"con","canon",71,"071_Stuhl_Schreibtischstuhl",1,1,322,5.77455154554441
"802",15,"incon","noncanon",41,"041_Lampe_Schreibtischlampe",1,1,501,6.21660610108486
"803",15,"incon","noncanon",55,"055_Schrank_Kleiderschrank",0,1,660,6.49223983502047
"804",15,"con","canon",49,"049_Nuss_Pistazie",1,1,427,6.05678401322862
"805",15,"incon","noncanon",59,"059_Sitzbank_Holzbank_ohne_Lehne",0,1,467,6.1463292576689
"806",15,"incon","noncanon",106,"106_Hydrant",1,1,359,5.88332238848828
"807",15,"incon","canon",119,"119_Paprika",1,1,294,5.68357976733868
"808",15,"incon","canon",105,"105_Geschenk",0,1,298,5.6970934865054
"809",15,"incon","noncanon",117,"117_Muffin",1,1,346,5.84643877505772
"810",15,"con","canon",35,"035_Kaffeemaschine_Espressomaschine",0,1,354,5.86929691313377
"811",15,"con","noncanon",107,"107_Kranz_Adventskranz",1,1,378,5.93489419561959
"812",15,"con","canon",74,"074_Telefon_Smartphone",1,1,539,6.289715570909
"813",15,"con","canon",67,"067_Stuhl_Buerostuhl",1,1,365,5.89989735358249
"814",15,"incon","canon",29,"029_Klavier_Fluegel",0,1,301,5.70711026474888
"815",15,"con","canon",36,"036_Roller",1,1,366,5.90263333340137
"817",15,"incon","canon",90,"090_Flugzeug_Zweiteweltkriegsflieger",0,1,480,6.17378610390194
"818",15,"incon","canon",37,"037_Mixer_Standmixer",1,1,345,5.84354441703136
"819",15,"incon","noncanon",81,"081_Uhr_Digitaluhr",1,1,352,5.8636311755981
"820",15,"incon","canon",100,"100_Besteck_Loeffel",1,1,355,5.87211778947542
"821",15,"con","canon",113,"113_Brezel",1,1,281,5.63835466933375
"822",15,"incon","noncanon",1,"001_Baum_Bonsai",0,1,487,6.18826412308259
"823",15,"con","noncanon",70,"070_Stuhl_Schalenstuhl",1,1,438,6.08221891037645
"824",15,"con","canon",98,"098_Auto_Van",0,1,325,5.78382518232974
"825",15,"incon","canon",18,"018_Computer_Tablet",1,1,280,5.63478960316925
"826",15,"con","noncanon",39,"039_Wasserkocher_moderner_Wasserkocher",1,1,273,5.60947179518496
"827",15,"con","noncanon",54,"054_Schrank_Bueroschrank",0,1,512,6.23832462503951
"828",15,"incon","noncanon",51,"051_Regal_Holzregal",0,1,530,6.27287700654617
"829",15,"incon","noncanon",73,"073_Telefon_Schnurtelefon",1,1,604,6.40357419793482
"830",15,"con","canon",13,"013_Blume_Rosen",1,1,325,5.78382518232974
"831",15,"con","noncanon",99,"099_Eimer_Wassereimer",1,1,457,6.12468339089421
"832",15,"incon","canon",86,"086_Auto_Polizeiauto",0,1,306,5.72358510195238
"833",15,"incon","noncanon",104,"104_Fahrradstaender",1,1,388,5.96100533962327
"834",15,"incon","canon",63,"063_Sofa_Ecksofa",0,1,420,6.04025471127741
"835",15,"con","canon",50,"050_Nuss_Wallnuss",1,1,346,5.84643877505772
"836",15,"con","canon",3,"003_Baum_Tanne",0,1,306,5.72358510195238
"837",15,"con","noncanon",25,"025_Glas_Weinglas",1,1,318,5.76205138278018
"838",15,"con","canon",115,"115_Kaefig_Vogelkaefig",0,1,384,5.95064255258773
"839",15,"con","canon",89,"089_Eimer_Muelleimer",1,1,338,5.82304589548302
"840",15,"incon","noncanon",96,"096_Auto_Oldtimer",0,1,288,5.66296048013595
"841",16,"incon","canon",11,"011_Blume_Kaktus",0,1,1260,7.13886699994552
"842",16,"con","noncanon",45,"045_Lampe_Wandlampe",0,1,920,6.82437367004309
"843",16,"con","noncanon",92,"092_Boot_Ruderboot",1,1,663,6.49677499018586
"844",16,"con","noncanon",119,"119_Paprika",1,1,752,6.62273632394984
"845",16,"incon","canon",40,"040_Lampe_Deckenlampe",0,1,591,6.3818160174061
"846",16,"con","noncanon",94,"094_Boot_Segelschiff",0,1,756,6.62804137617953
"847",16,"incon","noncanon",47,"047_Nuss_Erdnuss",1,1,568,6.34212141872115
"848",16,"con","noncanon",28,"028_Wasserkocher_retroWasserkocher",1,1,2058,7.62948991639399
"849",16,"incon","canon",55,"055_Schrank_Kleiderschrank",0,1,713,6.5694814204143
"850",16,"con","noncanon",29,"029_Klavier_Fluegel",0,1,533,6.27852142416584
"851",16,"con","noncanon",30,"030_Wippe",0,1,724,6.58479139238572
"852",16,"con","canon",114,"114_Brokkoli",1,1,663,6.49677499018586
"853",16,"con","noncanon",105,"105_Geschenk",0,1,614,6.41999492814714
"854",16,"incon","canon",31,"031_Muelltonne",0,1,493,6.20050917404269
"855",16,"con","noncanon",100,"100_Besteck_Loeffel",1,1,447,6.10255859461357
"856",16,"incon","noncanon",42,"042_Lampe_Stehlampe",0,1,495,6.20455776256869
"857",16,"incon","noncanon",113,"113_Brezel",1,1,455,6.12029741895095
"858",16,"con","canon",21,"021_Gitarre_Akustikgitarre",1,1,1153,7.05012252026906
"860",16,"con","canon",110,"110_Tretauto",1,1,471,6.15485809401642
"861",16,"con","noncanon",109,"109_Router",1,1,1298,7.16857989726403
"862",16,"incon","canon",117,"117_Muffin",1,1,536,6.2841341610708
"863",16,"con","canon",14,"014_Blume_Sonnenblume",1,1,447,6.10255859461357
"864",16,"con","canon",70,"070_Stuhl_Schalenstuhl",1,1,495,6.20455776256869
"865",16,"incon","canon",106,"106_Hydrant",1,1,571,6.34738920965601
"866",16,"incon","canon",10,"010_Blume_Gaenseblume",1,1,390,5.96614673912369
"867",16,"incon","canon",81,"081_Uhr_Digitaluhr",1,1,503,6.22059017009974
"868",16,"incon","canon",53,"053_Regal_Wandregal",0,1,811,6.69826805411541
"869",16,"incon","noncanon",3,"003_Baum_Tanne",0,1,602,6.40025744530882
"870",16,"con","noncanon",112,"112_Wanne_Badewanne",0,1,540,6.29156913955832
"871",16,"con","canon",77,"077_Tisch_Rundtisch",0,1,745,6.61338421837956
"872",16,"con","noncanon",17,"017_Computer_PC",0,1,902,6.80461452006262
"873",16,"con","noncanon",52,"052_Regal_Metallregal",0,1,575,6.35437004079735
"874",16,"incon","canon",102,"102_Bett_Kinderbett",1,1,643,6.46614472423762
"875",16,"incon","noncanon",61,"061_Sitzbank_Baumbank",0,1,1021,6.92853781816467
"876",16,"incon","noncanon",111,"111_Wagen_Einkaufswagen",1,1,419,6.03787091992214
"878",16,"con","canon",24,"024_Glas_Trinkglas",1,1,354,5.86929691313377
"879",16,"con","canon",46,"046_Besteck_Messer",1,1,414,6.02586597382531
"880",16,"con","noncanon",64,"064_Sofa_Ledersofa",0,1,845,6.73933662735717
"881",16,"incon","noncanon",74,"074_Telefon_Smartphone",1,1,798,6.68210859744981
"882",16,"con","canon",60,"060_Sitzbank_Schaukelbank",0,1,860,6.75693238924755
"883",16,"con","canon",39,"039_Wasserkocher_moderner_Wasserkocher",1,1,398,5.98645200528444
"884",16,"incon","noncanon",95,"095_Boot_Kreuzfahrtschiff",0,1,658,6.48920493132532
"885",16,"con","noncanon",75,"075_Tisch_Etagentisch",0,1,678,6.5191472879404
"886",16,"incon","noncanon",49,"049_Nuss_Pistazie",1,1,473,6.15909538849193
"887",16,"con","noncanon",57,"057_Seife_Kernseife",1,1,507,6.22851100359118
"888",16,"incon","noncanon",13,"013_Blume_Rosen",1,1,679,6.5206211275587
"889",16,"incon","canon",20,"020_Drucker_Multifunktionsdrucker",0,1,751,6.62140565176413
"890",16,"incon","canon",73,"073_Telefon_Schnurtelefon",1,1,640,6.46146817635372
"891",16,"con","canon",116,"116_Kamin",0,1,361,5.88887795833288
"892",16,"con","canon",2,"002_Baum_Palme",0,1,584,6.36990098282823
"893",16,"con","noncanon",12,"012_Blume_Orchidee",1,1,413,6.02344759296103
"894",16,"con","canon",16,"016_Computer_Laptop",1,1,613,6.41836493593621
"895",16,"incon","noncanon",33,"033_Kopfhoerer_Muschelkopfhoerer",1,1,476,6.16541785423142
"896",16,"incon","canon",78,"078_Tisch_Sofatisch",0,1,757,6.62936325343745
"897",16,"con","canon",34,"034_Korb_Waeschekorb",1,1,400,5.99146454710798
"898",16,"incon","noncanon",67,"067_Stuhl_Buerostuhl",1,1,566,6.33859407820318
"899",16,"incon","noncanon",50,"050_Nuss_Wallnuss",1,1,362,5.89164421182577
"900",16,"con","canon",87,"087_Auto_Panzer",0,1,1100,7.00306545878646
"901",16,"incon","noncanon",48,"048_Nuss_Mandel",1,1,330,5.79909265446053
"902",16,"incon","canon",69,"069_Stuhl_Rollstuhl",1,1,221,5.39816270151775
"903",16,"con","canon",54,"054_Schrank_Bueroschrank",0,1,477,6.16751649088834
"904",16,"incon","noncanon",97,"097_Besteck_Gabel",1,1,739,6.6052979209482
"905",16,"con","noncanon",86,"086_Auto_Polizeiauto",0,1,396,5.98141421125448
"906",16,"incon","noncanon",83,"083_Ventilator_Standventilator",0,1,343,5.83773044716594
"907",16,"incon","noncanon",115,"115_Kaefig_Vogelkaefig",0,1,1756,7.47079377419506
"908",16,"incon","noncanon",91,"091_Flugzeug_Segelflieger",0,1,516,6.24610676548156
"909",16,"incon","noncanon",89,"089_Eimer_Muelleimer",1,1,884,6.78445706263764
"910",16,"incon","canon",96,"096_Auto_Oldtimer",0,1,495,6.20455776256869
"911",16,"incon","canon",51,"051_Regal_Holzregal",0,1,435,6.07534603108868
"912",16,"con","canon",85,"085_Auto_Pickuptruck",0,1,446,6.10031895202006
"913",16,"incon","canon",56,"056_Seife_Fluessigseife",1,1,643,6.46614472423762
"914",16,"incon","noncanon",62,"062_Sofa_Dreiersofa",0,1,724,6.58479139238572
"915",16,"con","canon",43,"043_Lampe_Strassenlaterne",0,1,819,6.70808408385307
"916",16,"incon","canon",104,"104_Fahrradstaender",1,1,674,6.51323011091231
"917",16,"incon","noncanon",36,"036_Roller",1,1,380,5.94017125272043
"918",16,"incon","canon",1,"001_Baum_Bonsai",0,1,359,5.88332238848828
"919",16,"incon","noncanon",35,"035_Kaffeemaschine_Espressomaschine",0,1,730,6.59304453414244
"920",16,"incon","noncanon",66,"066_Stuhl_Barstuhl",1,1,553,6.31535800152233
"921",16,"con","noncanon",72,"072_Sessel_Ledersessel",0,1,396,5.98141421125448
"922",16,"incon","canon",88,"088_Flugzeug_Kampfflieger",0,1,467,6.1463292576689
"923",16,"incon","canon",38,"038_Toaster_2ScheibenToaster",1,1,558,6.32435896238131
"924",16,"incon","canon",59,"059_Sitzbank_Holzbank_ohne_Lehne",0,1,359,5.88332238848828
"925",16,"incon","canon",58,"058_Sitzbank_Holzbank_mit_Lehne",0,1,681,6.52356230614951
"926",16,"con","canon",27,"027_Kamera_Spiegelreflexkamera",1,1,535,6.28226674689601
"927",16,"con","noncanon",65,"065_Sofa_Zweiersofa",0,1,530,6.27287700654617
"928",16,"con","canon",8,"008_Bildschirm_Desktop",0,1,355,5.87211778947542
"929",16,"con","noncanon",5,"005_Bett_Doppelbett",0,1,747,6.61606518513282
"930",16,"con","noncanon",79,"079_Tisch_Schreibtisch",0,1,995,6.90274273715859
"931",16,"con","noncanon",15,"015_Blume_Tulpen",1,1,464,6.13988455222626
"932",16,"con","noncanon",82,"082_Schaukelpferd",1,1,817,6.70563909486
"933",16,"incon","canon",41,"041_Lampe_Schreibtischlampe",1,1,431,6.06610809010375
"934",16,"incon","canon",26,"026_Kamera_Digitalkamera",1,1,660,6.49223983502047
"935",16,"incon","canon",80,"080_Uhr_Armbanduhr",1,1,557,6.32256523992728
"936",16,"con","canon",25,"025_Glas_Weinglas",1,1,721,6.58063913728495
"937",16,"con","noncanon",63,"063_Sofa_Ecksofa",0,1,652,6.48004456192665
"938",16,"con","canon",4,"004_Baum_Weide",0,1,578,6.35957386867238
"939",16,"con","noncanon",23,"023_Glas_Sektglas",1,1,688,6.53378883793334
"940",16,"con","noncanon",90,"090_Flugzeug_Zweiteweltkriegsflieger",0,1,346,5.84643877505772
"941",16,"incon","canon",22,"022_Gitarre_Elektrogitarre",1,1,339,5.82600010738045
"942",16,"con","noncanon",37,"037_Mixer_Standmixer",1,1,899,6.80128303447162
"943",16,"incon","noncanon",103,"103_Zahnbuerste",0,1,740,6.60665018619822
"944",16,"incon","noncanon",98,"098_Auto_Van",0,1,551,6.31173480915291
"945",16,"incon","canon",118,"118_Pilz_Champignon",1,1,434,6.07304453410041
"946",16,"con","canon",101,"101_Becken_Waschbecken",0,1,764,6.63856778916652
"947",16,"con","canon",99,"099_Eimer_Wassereimer",1,1,514,6.24222326545517
"948",16,"con","canon",44,"044_Lampe_Tischleuchte",1,1,359,5.88332238848828
"950",16,"con","canon",68,"068_Stuhl_Holzstuhl",1,1,399,5.98896141688986
"951",16,"incon","noncanon",7,"007_Bett_Krankenhausbett",0,1,2374,7.77233157516961
"952",16,"con","canon",84,"084_Ventilator_Tischventilator",1,1,394,5.97635090929793
"953",16,"con","canon",107,"107_Kranz_Adventskranz",1,1,379,5.93753620508243
"955",16,"incon","canon",19,"019_Drucker_Heimdrucker",0,1,729,6.59167373200866
"956",16,"incon","noncanon",71,"071_Stuhl_Schreibtischstuhl",1,1,508,6.23048144757848
"957",16,"con","noncanon",120,"120_Knoblauch",1,1,613,6.41836493593621
"958",16,"con","canon",32,"032_Kopfhoerer_Earbudohrhoerer",1,1,551,6.31173480915291
"959",16,"incon","canon",6,"006_Bett_Einzelbett",0,1,791,6.67329796776765
"960",16,"con","canon",76,"076_Tisch_Holztisch",0,1,635,6.45362499889269
"962",17,"con","canon",101,"101_Becken_Waschbecken",0,1,659,6.49072353450251
"965",17,"incon","canon",78,"078_Tisch_Sofatisch",0,1,595,6.38856140554563
"966",17,"incon","canon",115,"115_Kaefig_Vogelkaefig",0,1,364,5.89715386763674
"968",17,"incon","noncanon",39,"039_Wasserkocher_moderner_Wasserkocher",1,1,350,5.85793315448346
"969",17,"con","noncanon",38,"038_Toaster_2ScheibenToaster",1,1,557,6.32256523992728
"970",17,"con","canon",79,"079_Tisch_Schreibtisch",0,1,356,5.87493073085203
"971",17,"incon","noncanon",62,"062_Sofa_Dreiersofa",0,1,358,5.8805329864007
"972",17,"con","noncanon",28,"028_Wasserkocher_retroWasserkocher",1,1,351,5.86078622346587
"973",17,"con","canon",100,"100_Besteck_Loeffel",1,1,398,5.98645200528444
"974",17,"con","noncanon",60,"060_Sitzbank_Schaukelbank",0,1,344,5.8406416573734
"975",17,"incon","noncanon",6,"006_Bett_Einzelbett",0,1,392,5.97126183979046
"976",17,"incon","canon",49,"049_Nuss_Pistazie",1,1,303,5.71373280550937
"977",17,"incon","canon",35,"035_Kaffeemaschine_Espressomaschine",0,1,334,5.8111409929767
"978",17,"con","noncanon",75,"075_Tisch_Etagentisch",0,1,450,6.10924758276437
"979",17,"con","canon",90,"090_Flugzeug_Zweiteweltkriegsflieger",0,1,484,6.18208490671663
"980",17,"con","canon",24,"024_Glas_Trinkglas",1,1,366,5.90263333340137
"981",17,"incon","noncanon",83,"083_Ventilator_Standventilator",0,1,379,5.93753620508243
"982",17,"incon","noncanon",98,"098_Auto_Van",0,1,383,5.94803498918065
"983",17,"incon","canon",106,"106_Hydrant",1,1,346,5.84643877505772
"984",17,"incon","noncanon",71,"071_Stuhl_Schreibtischstuhl",1,1,361,5.88887795833288
"985",17,"con","canon",55,"055_Schrank_Kleiderschrank",0,1,352,5.8636311755981
"986",17,"con","noncanon",21,"021_Gitarre_Akustikgitarre",1,1,380,5.94017125272043
"987",17,"incon","noncanon",59,"059_Sitzbank_Holzbank_ohne_Lehne",0,1,379,5.93753620508243
"988",17,"incon","canon",77,"077_Tisch_Rundtisch",0,1,334,5.8111409929767
"990",17,"con","noncanon",92,"092_Boot_Ruderboot",1,1,424,6.04973345523196
"991",17,"incon","noncanon",103,"103_Zahnbuerste",0,1,361,5.88887795833288
"992",17,"con","noncanon",47,"047_Nuss_Erdnuss",1,1,319,5.76519110278484
"993",17,"con","canon",69,"069_Stuhl_Rollstuhl",1,1,347,5.84932477994686
"994",17,"con","canon",72,"072_Sessel_Ledersessel",0,1,422,6.04500531403601
"995",17,"incon","canon",36,"036_Roller",1,1,330,5.79909265446053
"997",17,"con","noncanon",13,"013_Blume_Rosen",1,1,461,6.13339804299665
"998",17,"incon","noncanon",109,"109_Router",1,1,400,5.99146454710798
"999",17,"con","noncanon",37,"037_Mixer_Standmixer",1,1,266,5.5834963087817
"1001",17,"con","noncanon",52,"052_Regal_Metallregal",0,1,473,6.15909538849193
"1002",17,"con","canon",96,"096_Auto_Oldtimer",0,1,326,5.78689738136671
"1003",17,"con","noncanon",118,"118_Pilz_Champignon",1,1,376,5.92958914338989
"1004",17,"incon","canon",113,"113_Brezel",1,1,272,5.605802066296
"1005",17,"con","canon",15,"015_Blume_Tulpen",1,1,302,5.71042701737487
"1006",17,"incon","canon",68,"068_Stuhl_Holzstuhl",1,1,471,6.15485809401642
"1007",17,"con","noncanon",42,"042_Lampe_Stehlampe",0,1,318,5.76205138278018
"1008",17,"con","noncanon",8,"008_Bildschirm_Desktop",0,1,252,5.52942908751142
"1009",17,"con","noncanon",102,"102_Bett_Kinderbett",1,1,272,5.605802066296
"1011",17,"incon","canon",9,"009_Bildschirm_Flachbildfernseher",0,1,411,6.01859321449623
"1012",17,"con","canon",25,"025_Glas_Weinglas",1,1,308,5.73009978297357
"1013",17,"incon","noncanon",31,"031_Muelltonne",0,1,355,5.87211778947542
"1014",17,"con","noncanon",105,"105_Geschenk",0,1,348,5.85220247977447
"1015",17,"incon","canon",10,"010_Blume_Gaenseblume",1,1,368,5.90808293816893
"1016",17,"con","canon",34,"034_Korb_Waeschekorb",1,1,323,5.77765232322266
"1017",17,"con","noncanon",54,"054_Schrank_Bueroschrank",0,1,361,5.88887795833288
"1018",17,"incon","noncanon",46,"046_Besteck_Messer",1,1,565,6.33682573114644
"1020",17,"incon","canon",93,"093_Boot_Kanu",1,1,521,6.25575004175337
"1021",17,"incon","canon",33,"033_Kopfhoerer_Muschelkopfhoerer",1,1,296,5.69035945432406
"1022",17,"con","noncanon",104,"104_Fahrradstaender",1,1,307,5.7268477475872
"1023",17,"incon","canon",88,"088_Flugzeug_Kampfflieger",0,1,329,5.79605775076537
"1024",17,"con","canon",20,"020_Drucker_Multifunktionsdrucker",0,1,460,6.13122648948314
"1025",17,"con","canon",114,"114_Brokkoli",1,1,313,5.74620319054015
"1026",17,"con","canon",95,"095_Boot_Kreuzfahrtschiff",0,1,467,6.1463292576689
"1027",17,"incon","canon",107,"107_Kranz_Adventskranz",1,1,601,6.39859493453521
"1028",17,"con","canon",119,"119_Paprika",1,1,328,5.79301360838414
"1030",17,"con","noncanon",14,"014_Blume_Sonnenblume",1,1,160,5.07517381523383
"1031",17,"incon","canon",40,"040_Lampe_Deckenlampe",0,1,191,5.25227342804663
"1032",17,"incon","noncanon",112,"112_Wanne_Badewanne",0,1,254,5.53733426701854
"1033",17,"incon","noncanon",27,"027_Kamera_Spiegelreflexkamera",1,1,148,4.99721227376411
"1034",17,"incon","noncanon",82,"082_Schaukelpferd",1,1,163,5.09375020080676
"1035",17,"con","noncanon",67,"067_Stuhl_Buerostuhl",1,1,156,5.04985600724954
"1037",17,"con","canon",110,"110_Tretauto",1,1,771,6.64768837356333
"1038",17,"incon","noncanon",80,"080_Uhr_Armbanduhr",1,1,284,5.64897423816121
"1039",17,"incon","noncanon",85,"085_Auto_Pickuptruck",0,1,308,5.73009978297357
"1041",17,"incon","canon",45,"045_Lampe_Wandlampe",0,1,431,6.06610809010375
"1042",17,"con","canon",44,"044_Lampe_Tischleuchte",1,1,72,4.27666611901606
"1043",17,"incon","noncanon",61,"061_Sitzbank_Baumbank",0,1,164,5.0998664278242
"1044",17,"incon","noncanon",91,"091_Flugzeug_Segelflieger",0,1,341,5.83188247728352
"1045",17,"con","noncanon",32,"032_Kopfhoerer_Earbudohrhoerer",1,1,382,5.94542060860658
"1047",17,"con","noncanon",99,"099_Eimer_Wassereimer",1,1,241,5.48479693349065
"1048",17,"incon","canon",30,"030_Wippe",0,1,530,6.27287700654617
"1049",17,"con","noncanon",12,"012_Blume_Orchidee",1,1,346,5.84643877505772
"1052",17,"incon","canon",22,"022_Gitarre_Elektrogitarre",1,1,293,5.68017260901707
"1053",17,"con","canon",50,"050_Nuss_Wallnuss",1,1,316,5.75574221358691
