"","sub","rotation","imagename","match","imgID","movable","block","correct","response_time","inverse_RT","log_RT"
"1876",16,0,"047_Nuss_Erdnuss","mismatch",47,1,1,1,790,0.00126582278481013,6.67203294546107
"1877",16,180,"095_Boot_Kreuzfahrtschiff","mismatch",95,0,1,1,973,0.00102774922918808,6.880384082186
"1878",16,0,"067_Stuhl_Buerostuhl","match",67,1,1,1,501,0.00199600798403194,6.21660610108486
"1879",16,60,"099_Eimer_Wassereimer","match",99,1,1,1,674,0.00148367952522255,6.51323011091231
"1880",16,120,"070_Stuhl_Schalenstuhl","match",70,1,1,1,1077,0.000928505106778087,6.98193467715639
"1881",16,60,"014_Blume_Sonnenblume","match",14,1,1,1,551,0.00181488203266788,6.31173480915291
"1882",16,180,"078_Tisch_Sofatisch","match",78,0,1,1,541,0.00184842883548983,6.29341927884648
"1883",16,120,"034_Korb_Waeschekorb","mismatch",34,1,1,1,832,0.00120192307692308,6.72383244082121
"1884",16,240,"005_Bett_Doppelbett","match",5,0,1,1,923,0.00108342361863489,6.82762923450285
"1885",16,0,"004_Baum_Weide","mismatch",4,0,1,1,826,0.00121065375302663,6.71659477352098
"1886",16,240,"050_Nuss_Wallnuss","match",50,1,1,1,652,0.00153374233128834,6.48004456192665
"1887",16,0,"061_Sitzbank_Baumbank","match",61,0,1,1,995,0.00100502512562814,6.90274273715859
"1888",16,180,"028_Wasserkocher_retroWasserkocher","match",28,1,1,1,876,0.00114155251141553,6.77536609093639
"1889",16,240,"003_Baum_Tanne","match",3,0,1,1,1008,0.000992063492063492,6.91572344863131
"1890",16,120,"090_Flugzeug_Zweiteweltkriegsflieger","match",90,0,1,1,871,0.00114810562571757,6.7696419768525
"1891",16,120,"064_Sofa_Ledersofa","match",64,0,1,1,690,0.00144927536231884,6.5366915975913
"1892",16,180,"029_Klavier_Fluegel","mismatch",29,0,1,1,753,0.00132802124833997,6.62406522779989
"1893",16,240,"022_Gitarre_Elektrogitarre","mismatch",22,1,1,1,750,0.00133333333333333,6.62007320653036
"1894",16,120,"055_Schrank_Kleiderschrank","match",55,0,1,1,695,0.00143884892086331,6.54391184556479
"1895",16,240,"030_Klavier_Keyboard","mismatch",30,0,1,1,504,0.00198412698412698,6.22257626807137
"1896",16,120,"002_Baum_Palme","mismatch",2,0,1,1,608,0.00164473684210526,6.41017488196617
"1897",16,300,"071_Stuhl_Schreibtischstuhl","mismatch",71,1,1,1,510,0.00196078431372549,6.23441072571837
"1898",16,60,"039_Wasserkocher_modernerWasserkocher","mismatch",39,1,1,1,439,0.00227790432801822,6.08449941307517
"1899",16,180,"092_Boot_Ruderboot","mismatch",92,1,1,1,543,0.00184162062615101,6.29710931993394
"1900",16,240,"021_Gitarre_Akustikgitarre","mismatch",21,1,1,1,589,0.00169779286926995,6.37842618365159
"1901",16,60,"041_Lampe_Schreibtischlampe","mismatch",41,1,2,1,480,0.00208333333333333,6.17378610390194
"1902",16,0,"034_Korb_Waeschekorb","match",34,1,2,1,383,0.00261096605744125,5.94803498918065
"1903",16,180,"027_Kamera_Spiegelreflexkamera","mismatch",27,1,2,1,512,0.001953125,6.23832462503951
"1904",16,120,"028_Wasserkocher_retroWasserkocher","match",28,1,2,1,506,0.00197628458498024,6.22653666928747
"1905",16,0,"099_Eimer_Wassereimer","mismatch",99,1,2,1,423,0.00236406619385343,6.04737217904628
"1906",16,120,"005_Bett_Doppelbett","mismatch",5,0,2,1,447,0.00223713646532438,6.10255859461357
"1907",16,180,"075_Tisch_Etagentisch","match",75,0,2,1,470,0.00212765957446809,6.1527326947041
"1910",16,120,"092_Boot_Ruderboot","mismatch",92,1,2,1,556,0.00179856115107914,6.32076829425058
"1911",16,180,"086_Auto_Polizeiauto","mismatch",86,0,2,1,438,0.00228310502283105,6.08221891037645
"1912",16,180,"001_Baum_Bonsai","match",1,0,2,1,412,0.00242718446601942,6.02102334934953
"1914",16,60,"065_Sofa_Zweiersofa","match",65,0,2,1,458,0.00218340611353712,6.12686918411419
"1915",16,120,"077_Tisch_Rundtisch","match",77,0,2,1,552,0.00181159420289855,6.31354804627709
"1916",16,240,"055_Schrank_Kleiderschrank","match",55,0,2,1,425,0.00235294117647059,6.05208916892442
"1917",16,0,"068_Stuhl_Holzstuhl","mismatch",68,1,2,1,496,0.00201612903225806,6.20657592672493
"1918",16,180,"090_Flugzeug_Zweiteweltkriegsflieger","mismatch",90,0,2,1,612,0.00163398692810458,6.41673228251233
"1919",16,120,"076_Tisch_Holztisch","match",76,0,2,1,525,0.0019047619047619,6.26339826259162
"1920",16,120,"021_Gitarre_Akustikgitarre","match",21,1,2,1,650,0.00153846153846154,6.47697236288968
"1921",16,240,"026_Kamera_Digitalkamera","match",26,1,2,1,576,0.00173611111111111,6.35610766069589
"1922",16,180,"062_Sofa_Dreiersofa","mismatch",62,0,2,1,706,0.00141643059490085,6.55961523749324
"1923",16,240,"070_Stuhl_Schalenstuhl","mismatch",70,1,2,1,602,0.00166112956810631,6.40025744530882
"1925",16,60,"087_Auto_Panzer","match",87,0,2,1,406,0.00246305418719212,6.00635315960173
"1926",16,0,"020_Drucker_Multifunktionsdrucker","mismatch",20,0,2,1,594,0.00168350168350168,6.38687931936265
"1928",16,300,"049_Nuss_Pistazie","match",49,1,2,1,427,0.00234192037470726,6.05678401322862
"1929",16,0,"096_Auto_Oldtimer","mismatch",96,0,2,1,488,0.00204918032786885,6.19031540585315
"1930",16,0,"008_Bildschirm_Desktop","mismatch",8,0,2,1,482,0.0020746887966805,6.1779441140506
"1932",16,240,"040_Lampe_Deckenlampe","match",40,0,2,1,621,0.00161030595813205,6.43133108193348
"1934",16,60,"023_Glas_Sektglas","match",23,1,2,1,426,0.00234741784037559,6.05443934626937
"1935",16,60,"002_Baum_Palme","match",2,0,2,1,558,0.0017921146953405,6.32435896238131
"1936",16,0,"052_Regal_Metallregal","mismatch",52,0,2,1,586,0.00170648464163823,6.37331978957701
"1938",16,180,"006_Bett_Einzelbett","match",6,0,2,1,518,0.00193050193050193,6.24997524225948
"1939",16,60,"010_Blume_Gaenseblume","match",10,1,2,1,514,0.00194552529182879,6.24222326545517
"1940",16,120,"098_Auto_Van","mismatch",98,0,2,1,456,0.00219298245614035,6.12249280951439
"1941",16,120,"063_Sofa_Ecksofa","mismatch",63,0,2,1,538,0.00185873605947955,6.28785856016178
"1942",16,0,"054_Schrank_Bueroschrank","mismatch",54,0,2,1,559,0.00178890876565295,6.3261494731551
"1943",16,0,"035_Kaffeemaschine_Espressomaschine","mismatch",35,0,2,1,426,0.00234741784037559,6.05443934626937
"1944",16,240,"039_Wasserkocher_modernerWasserkocher","match",39,1,2,1,574,0.00174216027874564,6.35262939631957
"1945",16,240,"057_Seife_Kernseife","mismatch",57,1,2,1,777,0.00128700128700129,6.65544035036765
"1946",16,60,"017_Computer_PC","match",17,0,2,1,558,0.0017921146953405,6.32435896238131
"1947",16,60,"078_Tisch_Sofatisch","match",78,0,2,1,656,0.00152439024390244,6.48616078894409
"1948",16,0,"042_Lampe_Stehlampe","match",42,0,2,1,473,0.00211416490486258,6.15909538849193
"1950",16,180,"083_Ventilator_Standventilator","mismatch",83,0,2,1,879,0.00113765642775882,6.77878489768518
"1951",16,180,"037_Mixer_Standmixer","match",37,1,2,1,552,0.00181159420289855,6.31354804627709
"1952",16,300,"094_Boot_Segelschiff","match",94,0,2,1,756,0.00132275132275132,6.62804137617953
"1953",16,240,"061_Sitzbank_Baumbank","mismatch",61,0,2,1,645,0.00155038759689922,6.46925031679577
"1954",16,60,"011_Blume_Kaktus","mismatch",11,0,2,1,809,0.00123609394313968,6.69579891705849
"1955",16,0,"007_Bett_Krankenhausbett","mismatch",7,0,2,1,774,0.00129198966408269,6.65157187358973
"1956",16,0,"097_Besteck_Gabel","mismatch",97,1,2,1,538,0.00185873605947955,6.28785856016178
"1957",16,180,"066_Stuhl_Barstuhl","mismatch",66,1,2,1,388,0.00257731958762887,5.96100533962327
"1958",16,300,"053_Regal_Wandregal","mismatch",53,0,2,1,512,0.001953125,6.23832462503951
"1959",16,120,"043_Lampe_Strassenlaterne","mismatch",43,0,2,1,414,0.00241545893719807,6.02586597382531
"1960",16,180,"033_Kopfhoerer_Muschelkopfhoerer","match",33,1,2,1,579,0.00172711571675302,6.361302477573
"1962",16,0,"045_Lampe_Wandlampe","mismatch",45,0,2,1,716,0.00139664804469274,6.57368016696065
"1963",16,0,"051_Regal_Holzregal","mismatch",51,0,2,1,561,0.0017825311942959,6.3297209055227
"1964",16,300,"047_Nuss_Erdnuss","match",47,1,2,1,574,0.00174216027874564,6.35262939631957
"1965",16,0,"003_Baum_Tanne","match",3,0,2,1,394,0.00253807106598985,5.97635090929793
"1966",16,180,"080_Uhr_Armbanduhr","mismatch",80,1,2,1,637,0.00156985871271586,6.45676965557216
"1967",16,180,"091_Flugzeug_Segelflieger","mismatch",91,0,2,1,446,0.00224215246636771,6.10031895202006
"1968",16,180,"056_Seife_Fluessigseife","mismatch",56,1,2,1,769,0.00130039011703511,6.64509096950564
"1969",16,180,"016_Computer_Laptop","match",16,1,2,1,647,0.00154559505409583,6.4723462945009
"1970",16,60,"015_Blume_Tulpen","match",15,1,2,1,583,0.00171526586620926,6.36818718635049
"1971",16,120,"024_Glas_Trinkglas","match",24,1,2,1,760,0.00131578947368421,6.63331843328038
"1972",16,180,"004_Baum_Weide","match",4,0,2,1,438,0.00228310502283105,6.08221891037645
"1973",16,0,"009_Bildschirm_Flachbildfernseher","mismatch",9,0,2,1,554,0.00180505415162455,6.31716468674728
"1974",16,300,"029_Klavier_Fluegel","match",29,0,2,1,485,0.00206185567010309,6.18414889093748
"1975",16,60,"036_Kaffeemaschine_Filterkaffeemaschine","mismatch",36,0,2,1,647,0.00154559505409583,6.4723462945009
"1976",16,300,"059_Sitzbank_Holzbank_ohne_Lehne","mismatch",59,0,2,1,681,0.00146842878120411,6.52356230614951
"1977",16,0,"072_Sessel_Ledersessel","mismatch",72,0,2,1,633,0.00157977883096367,6.45047042214418
"1978",16,300,"073_Telefon_Schnurtelefon","match",73,1,2,1,564,0.00177304964539007,6.33505425149806
"1979",16,120,"025_Glas_Weinglas","match",25,1,2,1,801,0.00124843945068664,6.68586094706836
"1980",16,120,"032_Kopfhoerer_Earbudohrhoerer","match",32,1,2,1,459,0.00217864923747277,6.12905021006055
"1981",16,300,"013_Blume_Rosen","mismatch",13,1,2,1,528,0.00189393939393939,6.26909628370626
"1982",16,60,"085_Auto_Pickuptruck","match",85,0,2,1,673,0.00148588410104012,6.51174532964473
"1983",16,120,"069_Stuhl_Rollstuhl","match",69,1,2,1,527,0.00189753320683112,6.26720054854136
"1984",16,180,"014_Blume_Sonnenblume","match",14,1,2,1,530,0.00188679245283019,6.27287700654617
"1986",16,120,"048_Nuss_Mandel","match",48,1,2,1,379,0.00263852242744063,5.93753620508243
"1987",16,120,"088_Flugzeug_Kampfflieger","match",88,0,2,1,473,0.00211416490486258,6.15909538849193
"1988",16,0,"022_Gitarre_Elektrogitarre","mismatch",22,1,2,1,641,0.0015600624024961,6.46302945692067
"1989",16,180,"060_Sitzbank_Schaukelbank","mismatch",60,0,2,1,569,0.00175746924428822,6.34388043412633
"1990",16,300,"084_Ventilator_Tischventilator","mismatch",84,1,2,1,643,0.0015552099533437,6.46614472423762
"1991",16,240,"095_Boot_Kreuzfahrtschiff","mismatch",95,0,2,1,641,0.0015600624024961,6.46302945692067
"1992",16,300,"046_Besteck_Messer","mismatch",46,1,2,1,458,0.00218340611353712,6.12686918411419
"1993",16,300,"050_Nuss_Wallnuss","mismatch",50,1,2,1,456,0.00219298245614035,6.12249280951439
"1994",16,60,"031_Klavier_Pianino","match",31,0,2,1,562,0.00177935943060498,6.33150184989369
"1995",16,180,"038_Toaster_2ScheibenToaster","mismatch",38,1,2,1,516,0.00193798449612403,6.24610676548156
"1996",16,240,"012_Blume_Orchidee","match",12,1,2,1,401,0.00249376558603491,5.99396142730657
"1997",16,120,"079_Tisch_Schreibtisch","mismatch",79,0,2,1,625,0.0016,6.4377516497364
"1998",16,300,"044_Lampe_Tischleuchte","match",44,1,2,1,570,0.00175438596491228,6.3456363608286
"1999",16,300,"082_Uhr_Wanduhr","mismatch",82,0,2,1,680,0.00147058823529412,6.52209279817015
"2000",16,240,"064_Sofa_Ledersofa","match",64,0,2,1,876,0.00114155251141553,6.77536609093639
"2001",16,0,"089_Eimer_Muelleimer","mismatch",89,1,3,1,755,0.00132450331125828,6.62671774924902
"2002",16,240,"029_Klavier_Fluegel","mismatch",29,0,3,1,556,0.00179856115107914,6.32076829425058
"2003",16,300,"062_Sofa_Dreiersofa","match",62,0,3,1,631,0.00158478605388273,6.44730586254121
"2004",16,240,"083_Ventilator_Standventilator","mismatch",83,0,3,1,712,0.00140449438202247,6.56807791141198
"2005",16,60,"035_Kaffeemaschine_Espressomaschine","match",35,0,3,1,649,0.00154083204930663,6.47543271670409
"2006",16,0,"032_Kopfhoerer_Earbudohrhoerer","mismatch",32,1,3,1,953,0.00104931794333683,6.8596149036542
"2007",16,120,"015_Blume_Tulpen","match",15,1,3,1,475,0.00210526315789474,6.16331480403464
"2008",16,180,"098_Auto_Van","match",98,0,3,1,705,0.00141843971631206,6.55819780281227
"2009",16,240,"100_Besteck_Loeffel","match",100,1,3,1,603,0.00165837479270315,6.40191719672719
"2010",16,60,"003_Baum_Tanne","mismatch",3,0,3,1,655,0.00152671755725191,6.48463523563525
"2011",16,180,"054_Schrank_Bueroschrank","match",54,0,3,1,718,0.00139275766016713,6.57646956904822
"2012",16,120,"023_Glas_Sektglas","mismatch",23,1,3,1,641,0.0015600624024961,6.46302945692067
"2013",16,300,"005_Bett_Doppelbett","mismatch",5,0,3,1,523,0.00191204588910134,6.25958146406492
"2014",16,180,"079_Tisch_Schreibtisch","mismatch",79,0,3,1,540,0.00185185185185185,6.29156913955832
"2015",16,300,"080_Uhr_Armbanduhr","mismatch",80,1,3,1,633,0.00157977883096367,6.45047042214418
"2016",16,0,"026_Kamera_Digitalkamera","match",26,1,3,1,783,0.00127713920817369,6.6631326959908
"2017",16,180,"097_Besteck_Gabel","match",97,1,3,1,710,0.00140845070422535,6.56526497003536
"2018",16,240,"052_Regal_Metallregal","mismatch",52,0,3,1,833,0.00120048019207683,6.72503364216684
"2019",16,240,"073_Telefon_Schnurtelefon","mismatch",73,1,3,1,456,0.00219298245614035,6.12249280951439
"2020",16,0,"065_Sofa_Zweiersofa","match",65,0,3,1,648,0.00154320987654321,6.47389069635227
"2021",16,0,"091_Flugzeug_Segelflieger","match",91,0,3,1,590,0.00169491525423729,6.38012253689976
"2022",16,240,"036_Kaffeemaschine_Filterkaffeemaschine","match",36,0,3,1,898,0.00111358574610245,6.8001700683022
"2023",16,120,"094_Boot_Segelschiff","mismatch",94,0,3,1,507,0.0019723865877712,6.22851100359118
"2024",16,0,"085_Auto_Pickuptruck","mismatch",85,0,3,1,525,0.0019047619047619,6.26339826259162
"2025",16,300,"027_Kamera_Spiegelreflexkamera","match",27,1,3,1,625,0.0016,6.4377516497364
"2026",16,0,"028_Wasserkocher_retroWasserkocher","mismatch",28,1,3,1,481,0.00207900207900208,6.17586727010576
"2027",16,0,"093_Boot_Kanu","mismatch",93,1,3,1,522,0.00191570881226054,6.25766758788264
"2028",16,0,"069_Stuhl_Rollstuhl","match",69,1,3,1,697,0.00143472022955524,6.54678541076052
"2030",16,240,"071_Stuhl_Schreibtischstuhl","mismatch",71,1,3,1,659,0.00151745068285281,6.49072353450251
"2031",16,60,"066_Stuhl_Barstuhl","mismatch",66,1,3,1,413,0.00242130750605327,6.02344759296103
"2032",16,180,"046_Besteck_Messer","match",46,1,3,1,822,0.00121654501216545,6.71174039505618
"2033",16,300,"061_Sitzbank_Baumbank","mismatch",61,0,3,1,627,0.00159489633173844,6.44094654063292
"2034",16,0,"059_Sitzbank_Holzbank_ohne_Lehne","mismatch",59,0,3,1,777,0.00128700128700129,6.65544035036765
"2036",16,180,"088_Flugzeug_Kampfflieger","mismatch",88,0,3,1,627,0.00159489633173844,6.44094654063292
"2037",16,300,"021_Gitarre_Akustikgitarre","mismatch",21,1,3,1,430,0.00232558139534884,6.06378520868761
"2038",16,300,"096_Auto_Oldtimer","match",96,0,3,1,568,0.00176056338028169,6.34212141872115
"2039",16,60,"068_Stuhl_Holzstuhl","match",68,1,3,1,661,0.00151285930408472,6.49375383985169
"2040",16,60,"040_Lampe_Deckenlampe","mismatch",40,0,3,1,785,0.00127388535031847,6.66568371778241
"2041",16,240,"067_Stuhl_Buerostuhl","match",67,1,3,1,605,0.00165289256198347,6.40522845803084
"2042",16,120,"099_Eimer_Wassereimer","match",99,1,3,1,687,0.00145560407569141,6.53233429222235
"2043",16,300,"092_Boot_Ruderboot","match",92,1,3,1,805,0.00124223602484472,6.69084227741856
"2044",16,60,"034_Korb_Waeschekorb","match",34,1,3,1,528,0.00189393939393939,6.26909628370626
"2045",16,300,"025_Glas_Weinglas","match",25,1,3,1,377,0.0026525198938992,5.93224518744801
"2046",16,0,"086_Auto_Polizeiauto","mismatch",86,0,3,1,557,0.00179533213644524,6.32256523992728
"2047",16,180,"070_Stuhl_Schalenstuhl","mismatch",70,1,3,1,604,0.00165562913907285,6.40357419793482
"2048",16,60,"012_Blume_Orchidee","match",12,1,3,1,499,0.00200400801603206,6.21260609575152
"2049",16,300,"045_Lampe_Wandlampe","match",45,0,3,1,372,0.00268817204301075,5.91889385427315
"2050",16,120,"081_Uhr_Digitaluhr","mismatch",81,1,3,1,664,0.00150602409638554,6.49828214947643
"2051",16,60,"048_Nuss_Mandel","match",48,1,3,1,369,0.002710027100271,5.91079664404053
"2052",16,60,"009_Bildschirm_Flachbildfernseher","match",9,0,3,1,439,0.00227790432801822,6.08449941307517
"2054",16,240,"002_Baum_Palme","match",2,0,3,1,470,0.00212765957446809,6.1527326947041
"2055",16,180,"042_Lampe_Stehlampe","match",42,0,3,1,497,0.00201207243460765,6.20859002609663
"2056",16,0,"043_Lampe_Strassenlaterne","match",43,0,3,1,489,0.00204498977505112,6.19236248947487
"2057",16,240,"076_Tisch_Holztisch","match",76,0,3,1,552,0.00181159420289855,6.31354804627709
"2058",16,240,"004_Baum_Weide","mismatch",4,0,3,1,589,0.00169779286926995,6.37842618365159
"2059",16,240,"090_Flugzeug_Zweiteweltkriegsflieger","mismatch",90,0,3,1,782,0.00127877237851662,6.66185474054531
"2060",16,60,"018_Computer_Tablet","mismatch",18,1,3,1,637,0.00156985871271586,6.45676965557216
"2061",16,180,"030_Klavier_Keyboard","mismatch",30,0,3,1,968,0.00103305785123967,6.87523208727658
"2062",16,120,"006_Bett_Einzelbett","mismatch",6,0,3,1,604,0.00165562913907285,6.40357419793482
"2063",16,120,"033_Kopfhoerer_Muschelkopfhoerer","match",33,1,3,1,721,0.0013869625520111,6.58063913728495
"2064",16,240,"049_Nuss_Pistazie","match",49,1,3,1,745,0.00134228187919463,6.61338421837956
"2065",16,0,"064_Sofa_Ledersofa","mismatch",64,0,3,1,624,0.0016025641025641,6.43615036836943
"2066",16,240,"019_Drucker_Heimdrucker","match",19,0,3,1,617,0.00162074554294976,6.42486902390539
"2067",16,120,"051_Regal_Holzregal","match",51,0,3,1,634,0.00157728706624606,6.45204895443723
"2068",16,180,"050_Nuss_Wallnuss","mismatch",50,1,3,1,739,0.0013531799729364,6.6052979209482
"2069",16,180,"024_Glas_Trinkglas","match",24,1,3,1,558,0.0017921146953405,6.32435896238131
"2070",16,120,"022_Gitarre_Elektrogitarre","match",22,1,3,1,719,0.00139082058414465,6.57786135772105
"2071",16,300,"007_Bett_Krankenhausbett","match",7,0,3,1,574,0.00174216027874564,6.35262939631957
"2072",16,0,"031_Klavier_Pianino","match",31,0,3,1,574,0.00174216027874564,6.35262939631957
"2073",16,0,"016_Computer_Laptop","mismatch",16,1,3,1,538,0.00185873605947955,6.28785856016178
"2074",16,0,"084_Ventilator_Tischventilator","mismatch",84,1,3,1,642,0.00155763239875389,6.46458830368996
"2075",16,0,"053_Regal_Wandregal","match",53,0,3,1,1652,0.000605326876513317,7.40974195408092
"2076",16,60,"075_Tisch_Etagentisch","mismatch",75,0,3,1,638,0.00156739811912226,6.45833828334479
"2077",16,300,"060_Sitzbank_Schaukelbank","match",60,0,3,1,606,0.00165016501650165,6.40687998606931
"2078",16,0,"001_Baum_Bonsai","mismatch",1,0,3,1,763,0.00131061598951507,6.63725803128446
"2079",16,60,"058_Sitzbank_Holzbank_mit_Lehne","mismatch",58,0,3,1,794,0.00125944584382872,6.67708346124714
"2080",16,120,"087_Auto_Panzer","mismatch",87,0,3,1,876,0.00114155251141553,6.77536609093639
"2081",16,300,"078_Tisch_Sofatisch","match",78,0,3,1,741,0.00134952766531714,6.60800062529609
"2082",16,120,"082_Uhr_Wanduhr","mismatch",82,0,3,1,606,0.00165016501650165,6.40687998606931
"2083",16,180,"057_Seife_Kernseife","mismatch",57,1,3,1,573,0.00174520069808028,6.35088571671474
"2084",16,60,"063_Sofa_Ecksofa","mismatch",63,0,3,1,709,0.00141043723554302,6.56385552653213
"2085",16,180,"013_Blume_Rosen","match",13,1,3,1,405,0.00246913580246914,6.00388706710654
"2086",16,0,"037_Mixer_Standmixer","match",37,1,3,1,443,0.00225733634311512,6.09356977004514
"2087",16,300,"010_Blume_Gaenseblume","mismatch",10,1,3,1,767,0.00130378096479791,6.64248680136726
"2089",16,0,"074_Telefon_Smartphone","mismatch",74,1,3,1,643,0.0015552099533437,6.46614472423762
"2090",16,0,"077_Tisch_Rundtisch","mismatch",77,0,3,1,724,0.00138121546961326,6.58479139238572
"2091",16,120,"014_Blume_Sonnenblume","mismatch",14,1,3,1,489,0.00204498977505112,6.19236248947487
"2092",16,300,"056_Seife_Fluessigseife","match",56,1,3,1,728,0.00137362637362637,6.59030104819669
"2093",16,0,"039_Wasserkocher_modernerWasserkocher","match",39,1,3,1,549,0.00182149362477231,6.30809844150953
"2094",16,240,"020_Drucker_Multifunktionsdrucker","mismatch",20,0,3,1,772,0.00129533678756477,6.64898455002478
"2095",16,120,"008_Bildschirm_Desktop","match",8,0,3,1,632,0.00158227848101266,6.44888939414686
"2096",16,120,"044_Lampe_Tischleuchte","mismatch",44,1,3,1,1042,0.000959692898272553,6.94889722231331
"2097",16,300,"095_Boot_Kreuzfahrtschiff","match",95,0,3,1,619,0.00161550888529887,6.4281052726846
"2098",16,180,"072_Sessel_Ledersessel","match",72,0,3,1,555,0.0018018018018018,6.31896811374643
"2100",16,240,"011_Blume_Kaktus","mismatch",11,0,3,1,780,0.00128205128205128,6.65929391968364
"2101",16,240,"091_Flugzeug_Segelflieger","mismatch",91,0,4,1,520,0.00192307692307692,6.25382881157547
"2102",16,300,"068_Stuhl_Holzstuhl","mismatch",68,1,4,1,715,0.0013986013986014,6.57228254269401
"2103",16,300,"042_Lampe_Stehlampe","match",42,0,4,1,752,0.00132978723404255,6.62273632394984
"2104",16,60,"021_Gitarre_Akustikgitarre","mismatch",21,1,4,1,881,0.00113507377979569,6.78105762593618
"2105",16,300,"069_Stuhl_Rollstuhl","mismatch",69,1,4,1,834,0.00119904076738609,6.72623340235875
"2107",16,60,"082_Uhr_Wanduhr","match",82,0,4,1,377,0.0026525198938992,5.93224518744801
"2108",16,60,"030_Klavier_Keyboard","mismatch",30,0,4,1,757,0.00132100396301189,6.62936325343745
"2109",16,120,"004_Baum_Weide","match",4,0,4,1,574,0.00174216027874564,6.35262939631957
"2110",16,300,"057_Seife_Kernseife","match",57,1,4,1,741,0.00134952766531714,6.60800062529609
"2111",16,0,"094_Boot_Segelschiff","mismatch",94,0,4,1,764,0.00130890052356021,6.63856778916652
"2112",16,300,"012_Blume_Orchidee","mismatch",12,1,4,1,562,0.00177935943060498,6.33150184989369
"2113",16,180,"099_Eimer_Wassereimer","match",99,1,4,1,647,0.00154559505409583,6.4723462945009
"2114",16,60,"052_Regal_Metallregal","mismatch",52,0,4,1,653,0.00153139356814701,6.48157712927643
"2115",16,180,"011_Blume_Kaktus","match",11,0,4,1,1271,0.000786782061369001,7.14755927118945
"2116",16,300,"081_Uhr_Digitaluhr","mismatch",81,1,4,1,762,0.00131233595800525,6.63594655568665
"2117",16,300,"014_Blume_Sonnenblume","match",14,1,4,1,492,0.00203252032520325,6.19847871649231
"2118",16,120,"013_Blume_Rosen","mismatch",13,1,4,1,545,0.0018348623853211,6.30078579466324
"2119",16,180,"048_Nuss_Mandel","mismatch",48,1,4,1,795,0.00125786163522013,6.67834211465433
"2120",16,300,"028_Wasserkocher_retroWasserkocher","mismatch",28,1,4,1,1623,0.000616142945163278,7.39203156751459
"2121",16,300,"015_Blume_Tulpen","match",15,1,4,1,445,0.00224719101123596,6.09807428216624
"2122",16,120,"053_Regal_Wandregal","match",53,0,4,1,615,0.0016260162601626,6.42162226780652
"2123",16,60,"092_Boot_Ruderboot","mismatch",92,1,4,1,556,0.00179856115107914,6.32076829425058
"2124",16,180,"077_Tisch_Rundtisch","mismatch",77,0,4,1,714,0.00140056022408964,6.57088296233958
"2125",16,120,"061_Sitzbank_Baumbank","match",61,0,4,1,608,0.00164473684210526,6.41017488196617
"2126",16,0,"033_Kopfhoerer_Muschelkopfhoerer","mismatch",33,1,4,1,435,0.00229885057471264,6.07534603108868
"2127",16,300,"093_Boot_Kanu","mismatch",93,1,4,1,667,0.00149925037481259,6.50279004591562
"2128",16,240,"008_Bildschirm_Desktop","match",8,0,4,1,936,0.00106837606837607,6.84161547647759
"2129",16,300,"022_Gitarre_Elektrogitarre","match",22,1,4,1,775,0.00129032258064516,6.65286302935335
"2130",16,240,"044_Lampe_Tischleuchte","mismatch",44,1,4,1,512,0.001953125,6.23832462503951
"2131",16,60,"071_Stuhl_Schreibtischstuhl","mismatch",71,1,4,1,1141,0.000876424189307625,7.03966034986208
"2132",16,60,"001_Baum_Bonsai","mismatch",1,0,4,1,515,0.00194174757281553,6.24416690066374
"2133",16,60,"070_Stuhl_Schalenstuhl","mismatch",70,1,4,1,604,0.00165562913907285,6.40357419793482
"2134",16,60,"029_Klavier_Fluegel","match",29,0,4,1,817,0.00122399020807834,6.70563909486
"2135",16,300,"026_Kamera_Digitalkamera","match",26,1,4,1,575,0.00173913043478261,6.35437004079735
"2136",16,60,"090_Flugzeug_Zweiteweltkriegsflieger","mismatch",90,0,4,1,709,0.00141043723554302,6.56385552653213
"2137",16,120,"062_Sofa_Dreiersofa","mismatch",62,0,4,1,575,0.00173913043478261,6.35437004079735
"2138",16,300,"055_Schrank_Kleiderschrank","mismatch",55,0,4,1,813,0.001230012300123,6.70073110954781
"2139",16,300,"063_Sofa_Ecksofa","match",63,0,4,1,470,0.00212765957446809,6.1527326947041
"2140",16,180,"017_Computer_PC","mismatch",17,0,4,1,644,0.0015527950310559,6.46769872610435
"2142",16,240,"023_Glas_Sektglas","match",23,1,4,1,725,0.00137931034482759,6.58617165485467
"2143",16,0,"066_Stuhl_Barstuhl","match",66,1,4,1,3496,0.00028604118993135,8.15937473677543
"2144",16,300,"065_Sofa_Zweiersofa","mismatch",65,0,4,1,906,0.0011037527593819,6.80903930604298
"2145",16,300,"075_Tisch_Etagentisch","match",75,0,4,1,1345,0.000743494423791822,7.20414929203594
"2146",16,120,"095_Boot_Kreuzfahrtschiff","mismatch",95,0,4,1,1017,0.000983284169124877,6.92461239604856
"2147",16,240,"041_Lampe_Schreibtischlampe","mismatch",41,1,4,1,751,0.00133155792276964,6.62140565176413
"2148",16,240,"085_Auto_Pickuptruck","mismatch",85,0,4,1,443,0.00225733634311512,6.09356977004514
"2149",16,120,"047_Nuss_Erdnuss","match",47,1,4,1,522,0.00191570881226054,6.25766758788264
"2150",16,240,"016_Computer_Laptop","match",16,1,4,1,590,0.00169491525423729,6.38012253689976
